name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
San José State University,United States,COMBUSTION,1,30,66.4,16,63.5,12,105.0,7,69.9,3,45.5,1,150.0,1,300.0,4,90.1,0.0,890.0
Western University,Canada,COMBUSTION,2,40,61.2,5,70.9,3,138.0,6,70.4,10,36.6,5,132.0,3,284.0,16,71.4,0.0,865.0
University of Illinois at Urbana-Champaign,United States,COMBUSTION,3,28,67.1,18,62.5,10,107.0,11,61.2,19,27.4,3,139.2,4,260.0,10,81.3,0.0,806.0
University of Kansas,United States,COMBUSTION,4,38,62.6,10,67.1,23,86.0,5,71.4,23,25.0,20,101.6,2,287.0,27,50.8,0.0,751.0
University of Missouri,United States,COMBUSTION,5,9,75.2,3,71.9,17,97.0,10,65.3,16,28.5,27,94.8,6,233.0,19,66.5,0.0,732.0
University of South Florida,United States,COMBUSTION,6,16,71.0,28,59.0,38,71.0,14,58.8,15,31.6,28,93.2,5,254.0,6,87.5,0.0,726.0
South Dakota State University,United States,COMBUSTION,7,24,68.4,45,47.4,29,79.0,8,69.6,11,35.6,13,114.9,8,227.0,15,75.5,0.0,718.0
Concordia University,Canada,COMBUSTION,8,46,59.1,33,55.0,13,101.0,13,58.9,28,20.3,14,112.1,7,230.0,25,56.8,-10.0,683.0
Louisiana State University,United States,COMBUSTION,9,29,67.0,24,59.8,26,82.0,29,49.6,18,28.0,23,96.1,9,204.0,17,71.3,0.0,658.0
University of Manitoba,Canada,COMBUSTION,10,26,68.3,2,74.4,20,92.0,35,38.8,34,12.2,18,103.2,14,164.0,13,76.3,-10.0,620.0
University of British Columbia - Vancouver,Canada,COMBUSTION,11,20,68.9,52,44.8,35,73.0,18,56.9,17,28.4,32,85.6,11,174.0,14,75.9,0.0,608.0
Wayne State University,United States,COMBUSTION,12,2,84.5,37,51.8,38,71.0,27,51.3,26,22.7,31,87.5,15,149.0,18,66.6,0.0,584.0
University of Washington,United States,COMBUSTION,13,54,53.0,38,50.9,2,144.0,19,56.7,2,47.5,6,131.6,25,10.0,5,87.6,0.0,581.0
Texas A&M University,United States,COMBUSTION,14,39,61.9,12,66.5,7,117.0,2,73.5,9,37.7,2,142.2,21,12.0,21,63.9,0.0,575.0
