name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Wroclaw University of Technology,Poland,COMBUSTION,1,35,52.95,1,75.0,3,147.93,1,100.0,2,53.69,2,117.36,3,262.39,7,76.97,-10.0,876.0
Politecnico di Milano,Italy,COMBUSTION,2,21,69.46,23,45.92,4,142.76,7,75.96,10,39.65,5,109.59,2,270.83,5,79.52,0.0,834.0
Universität Kassel,Germany,COMBUSTION,3,27,66.68,1,75.0,9,129.31,15,51.9,4,52.28,1,125.0,1,275.0,11,57.76,0.0,833.0
University of West Bohemia,Czech Republic,COMBUSTION,4,14,77.43,16,53.57,11,127.24,5,80.83,12,36.86,10,92.82,7,212.66,12,53.3,0.0,735.0
Alma Mater Studiorum - Università di Bologna,Italy,COMBUSTION,5,41,33.55,29,39.03,7,138.62,3,84.98,8,47.12,14,86.99,6,219.58,9,67.34,0.0,717.0
Università di Pisa,Italy,COMBUSTION,6,24,67.2,8,59.69,22,93.1,4,83.72,11,37.16,6,103.74,8,193.27,10,63.93,-20.0,682.0
Technische Universität Berlin,Germany,COMBUSTION,7,30,63.45,3,71.94,17,102.41,12,58.75,9,41.55,11,91.67,11,155.38,2,94.63,0.0,680.0
Università degli Studi di Roma Tor Vergata,Italy,COMBUSTION,8,11,82.13,13,55.1,14,116.9,13,58.01,19,19.17,12,87.8,12,139.99,13,49.44,0.0,609.0
Università degli Studi di Parma,Italy,COMBUSTION,9,13,81.05,11,56.63,33,62.07,14,55.19,14,27.49,19,65.35,9,162.66,3,92.73,0.0,603.0
University of Rijeka,Croatia,COMBUSTION,10,31,62.29,34,33.67,36,53.79,20,13.55,,,13,87.16,4,227.02,6,78.57,0.0,556.0
Università della Calabria,Italy,COMBUSTION,11,5,88.81,6,64.29,6,140.69,2,87.52,6,49.84,15,80.0,21,10.0,,,0.0,521.0
Technische Universität Graz,Austria,COMBUSTION,12,37,46.0,9,58.93,5,141.72,8,75.17,1,75.0,3,117.22,26,4.0,,,0.0,518.0
Hochschule Niederrhein,Germany,COMBUSTION,13,12,81.36,35,32.91,12,125.17,22,4.5,21,9.19,25,28.27,10,157.49,4,89.79,-20.0,509.0
Università degli studi di Padova,Italy,COMBUSTION,14,10,82.16,5,65.05,15,114.83,9,73.75,5,50.53,4,110.76,25,5.0,,,0.0,502.0
Indian Institute of Technology Madras,India,COMBUSTION,15,34,54.95,16,53.57,21,95.17,21,10.63,,,26,22.79,13,130.95,1,100.0,0.0,468.0
Białystok University of Technology,Poland,COMBUSTION,16,15,76.9,10,58.16,18,100.35,6,78.21,3,53.34,9,95.37,,,,,0.0,462.0
University of Brescia,Italy,COMBUSTION,17,1,100.0,4,65.82,16,104.48,10,70.44,17,21.51,16,78.67,,,,,0.0,441.0
Aristotle University of Thessaloniki,Greece,COMBUSTION,18,25,67.11,7,60.46,8,134.48,18,35.96,7,48.14,17,76.67,17,13.0,,,0.0,436.0
Czech University of Life Sciences Prague,Czech Republic,COMBUSTION,19,39,37.33,,,,,,,,,18,75.06,5,225.41,8,74.95,0.0,413.0
University of Belgrade,Serbia,COMBUSTION,20,4,89.49,19,52.81,10,128.28,16,43.0,15,26.1,21,40.75,,,,,0.0,380.0
Hochschule Hannover,Germany,COMBUSTION,21,28,64.9,40,25.26,19,99.31,17,39.3,16,23.38,8,97.44,22,7.0,,,-50.0,307.0
FH Campus Wien,Austria,COMBUSTION,22,29,64.13,31,35.97,13,120.0,11,67.58,20,17.64,,,,,,,0.0,305.0
K. J. Somaiya College of Engineering,India,COMBUSTION,23,19,71.74,20,51.28,29,78.62,19,35.11,13,35.94,27,20.65,23,6.0,,,0.0,299.0
Fachhochschule Joanneum Graz,Austria,COMBUSTION,24,20,69.85,14,54.34,1,150.0,,,,,7,98.25,,,,,-100.0,272.0
R.V.College of Engineering,India,COMBUSTION,25,23,69.09,26,42.86,23,90.0,22,4.5,22,3.5,23,31.14,16,21.0,,,0.0,262.0
