name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Fachhochschule Joanneum Graz,Austria,ELECTRIC,1,7,85.8,1,75.0,1,150.0,1,75.0,1,75.0,1,100.0,1,325.0,3,97.27,0.0,983.0
Westsächsische Hochschule Zwickau,Germany,ELECTRIC,2,20,75.3,32,53.0,5,130.0,3,60.78,3,36.6,2,49.63,2,297.12,10,88.0,-10.0,780.0
Politecnico di Milano,Italy,ELECTRIC,3,9,84.9,2,74.0,3,140.0,5,55.4,4,32.35,3,37.36,3,259.95,7,92.7,0.0,777.0
Universität Paderborn,Germany,ELECTRIC,4,29,69.2,11,66.0,17,102.4,4,55.92,6,19.17,7,18.62,4,232.66,6,95.05,0.0,659.0
Brno University of Technology,Czech Republic,ELECTRIC,5,39,54.8,27,57.0,11,112.9,15,27.55,8,17.23,5,27.01,5,227.46,9,88.49,-10.0,602.0
Technische Universität Darmstadt,Germany,ELECTRIC,6,37,59.0,16,62.0,2,145.0,21,3.5,16,4.92,12,4.5,8,163.54,8,92.61,0.0,535.0
University of Applied Sciences Ravensburg-Weingarten,Germany,ELECTRIC,7,15,78.6,10,67.0,15,105.3,2,67.06,11,12.68,12,4.5,11,88.07,5,95.09,0.0,518.0
Hochschule für Angewandte Wissenschaften Hamburg,Germany,ELECTRIC,8,18,76.4,17,61.0,32,85.5,21,3.5,18,3.5,12,4.5,7,180.68,4,95.72,0.0,511.0
Lund University,Sweden,ELECTRIC,9,13,82.4,13,65.0,26,91.6,19,9.68,18,3.5,10,7.85,9,147.51,11,86.66,0.0,494.0
University of Zagreb,Croatia,ELECTRIC,10,20,75.3,43,40.0,29,89.0,,,13,9.85,12,4.5,6,184.78,12,85.64,0.0,489.0
Universität Bayreuth,Germany,ELECTRIC,11,30,68.3,44,38.0,27,90.5,7,44.98,18,3.5,12,4.5,10,124.06,2,97.9,0.0,472.0
