name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
GFR DHBW Ravensburg & Oregon State University,Bermuda,COMBUSTION,1,10,61.5,1,75.0,1,150.0,8,61.5,1,75.0,1,100.0,1,325.0,2,97.4,0.0,945.0
Fachhochschule Coburg,Germany,COMBUSTION,2,7,68.8,14,32.1,11,101.7,1,75.0,5,42.9,5,80.4,2,285.1,8,47.9,0.0,734.0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,COMBUSTION,3,1,82.1,11,34.6,4,120.0,3,68.5,11,26.9,6,77.7,5,226.1,3,94.4,0.0,730.0
Hochschule für Angewandte Wissenschaften Hamburg,Germany,COMBUSTION,4,16,39.9,5,43.7,6,114.5,6,64.3,12,22.9,3,88.4,3,266.9,5,76.3,0.0,717.0
University of Bath,United Kingdom,COMBUSTION,5,6,69.0,4,52.7,5,115.4,4,65.9,3,44.2,7,74.0,4,232.9,6,60.8,0.0,715.0
Fachhochschule München,Germany,COMBUSTION,6,8,64.2,2,72.5,3,130.0,2,73.8,8,33.8,8,72.9,6,201.6,7,59.7,0.0,709.0
Technische Universität Berlin,Germany,COMBUSTION,7,2,80.3,16,23.9,10,106.2,17,34.1,2,44.8,11,59.9,8,164.5,1,100.0,0.0,614.0
University of Applied Sciences Ravensburg-Weingarten,Germany,COMBUSTION,8,3,79.7,7,39.6,12,92.6,13,51.4,7,40.7,9,70.7,7,185.9,9,33.7,0.0,594.0
Technische Universität Graz,Austria,COMBUSTION,9,5,70.6,3,65.0,2,146.0,9,61.4,4,43.9,4,82.4,13,13.0,4,90.4,-25.0,548.0
Technical University of Munich,Germany,COMBUSTION,10,4,79.4,7,39.6,8,107.9,10,58.5,6,40.9,2,93.3,19,2.0,,,0.0,422.0
Hochschule Karlsruhe,Germany,COMBUSTION,11,18,25.2,10,37.1,9,106.7,5,64.5,15,9.5,10,67.3,16,7.0,,,0.0,317.0
UAS Kempten,Germany,COMBUSTION,12,13,48.7,17,20.6,17,75.4,11,57.8,10,28.3,12,51.1,9,22.0,,,0.0,304.0
Hochschule Mannheim,Germany,COMBUSTION,13,14,47.8,11,34.6,14,78.8,18,29.6,9,30.9,13,50.7,9,22.0,,,0.0,294.0
"Hochschule Darmstadt, UAS",Germany,COMBUSTION,14,9,61.7,6,40.4,16,75.5,14,40.7,17,3.5,15,38.2,9,22.0,,,0.0,282.0
Ulm University of Applied Sciences,Germany,COMBUSTION,15,11,50.9,13,33.0,18,66.8,15,37.2,17,3.5,14,47.5,9,22.0,,,0.0,261.0
Universität Paderborn,Germany,COMBUSTION,16,17,36.4,9,37.9,7,111.0,12,57.7,16,7.1,,,15,9.0,,,0.0,259.0
University of Belgrade,Serbia,COMBUSTION,17,12,50.5,15,28.0,15,77.5,7,63.8,13,19.6,18,4.5,17,5.0,,,-10.0,239.0
Ben-Gurion University of the Negev,Israel,COMBUSTION,18,15,40.0,18,19.8,13,82.4,,,,,16,28.9,14,11.0,,,0.0,182.0
FH Campus Wien,Austria,COMBUSTION,19,19,3.0,,,19,55.1,16,34.7,14,11.6,17,18.2,18,3.0,,,0.0,126.0
