name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Monash University,Australia,COMBUSTION,1,9,76.9,4,68.4,1,150.0,10,35.2,3,71.6,1,100.0,2,308.5,3,84.0,0.0,895.0
University of Melbourne,Australia,COMBUSTION,2,6,81.4,16,58.6,11,116.0,3,52.6,7,54.2,4,91.6,1,325.0,6,68.0,0.0,847.0
University of Canterbury,New Zealand,COMBUSTION,3,20,58.0,2,71.4,4,132.0,11,31.8,1,75.0,2,93.9,3,294.1,7,65.9,0.0,822.0
University of Auckland,New Zealand,COMBUSTION,4,21,54.8,1,75.0,7,125.0,4,48.8,4,64.8,5,91.4,10,186.6,2,86.5,0.0,733.0
University of Queensland,Australia,COMBUSTION,5,5,81.6,6,67.1,3,137.0,2,67.8,6,55.6,10,81.3,11,154.6,8,64.5,0.0,710.0
University of Missouri,United States,COMBUSTION,6,4,83.0,8,65.7,12,113.0,5,47.1,8,49.2,12,66.1,7,222.8,10,50.3,0.0,697.0
RMIT University,Australia,ELECTRIC,7,22,51.4,13,61.5,19,92.0,15,25.2,9,43.3,7,85.2,5,226.2,1,95.8,0.0,681.0
University of Wollongong,Australia,COMBUSTION,8,11,72.4,10,64.6,7,125.0,8,41.3,5,58.7,3,92.7,13,138.5,4,71.6,0.0,665.0
Curtin University,Australia,COMBUSTION,9,14,64.4,9,65.6,9,119.0,,,,,6,86.8,4,276.8,11,48.9,0.0,661.0
University of Sydney,Australia,COMBUSTION,10,10,75.2,18,57.2,13,112.0,14,28.2,,,11,76.8,8,209.6,5,69.5,0.0,628.0
University of Waikato,New Zealand,COMBUSTION,11,13,67.6,23,49.5,17,102.0,8,41.3,10,43.1,9,84.5,12,147.2,13,47.9,0.0,583.0
The University of Newcastle,Australia,COMBUSTION,12,15,64.0,24,49.2,23,86.0,6,42.8,15,6.7,13,66.0,9,196.7,12,48.2,0.0,560.0
Edith Cowan University,Australia,COMBUSTION,13,3,83.5,14,61.0,5,131.0,1,75.0,2,71.8,7,85.2,20,7.0,,,0.0,514.0
Griffith University,Australia,COMBUSTION,14,,,27,40.0,25,77.0,19,3.5,,,14,62.3,6,224.2,9,51.7,0.0,459.0
University of Tasmania,Australia,COMBUSTION,15,17,62.5,5,67.3,9,119.0,13,28.5,14,24.4,21,14.8,14,99.0,,,0.0,416.0
University of New South Wales,Australia,COMBUSTION,16,1,86.1,11,64.4,13,112.0,7,42.5,,,17,45.3,15,14.0,,,0.0,364.0
University of Adelaide,Australia,COMBUSTION,17,16,63.4,12,64.3,15,108.0,12,31.3,11,34.2,15,52.6,22,5.0,,,0.0,359.0
RMIT University,Australia,COMBUSTION,18,7,79.6,7,66.0,2,140.0,16,22.2,13,28.2,,,23,4.0,,,0.0,340.0
University of New South Wales - Australian Defence Force Academy,Australia,COMBUSTION,19,12,71.4,26,42.1,16,104.0,18,6.0,12,30.0,16,50.1,18,13.0,,,0.0,316.0
University of South Australia,Australia,COMBUSTION,20,8,78.1,21,52.1,19,92.0,,,,,19,36.6,21,6.0,,,0.0,265.0
Tokyo Denki University,Japan,COMBUSTION,21,2,85.0,15,59.0,22,87.0,19,3.5,,,20,22.0,26,1.0,,,0.0,258.0
Swinburne University of Technology,Australia,ELECTRIC,22,18,59.5,17,57.7,6,126.0,,,,,,,,,,,0.0,243.0
Taylor,Malaysia,COMBUSTION,23,23,45.4,3,69.3,18,93.0,,,,,,,15,14.0,,,0.0,222.0
"University of Technology, Sydney",Australia,ELECTRIC,24,24,40.5,19,56.4,19,92.0,,,,,,,19,11.0,,,0.0,200.0
Indian Institute of Technology Roorkee,India,ELECTRIC,25,19,58.9,20,52.8,24,81.0,,,,,,,24,2.0,,,0.0,195.0
University of Queensland,Australia,ELECTRIC,26,27,16.5,22,50.2,26,70.0,17,12.6,,,18,43.0,24,2.0,,,0.0,194.0
James Cook University,Australia,COMBUSTION,27,28,10.0,25,44.1,27,69.0,,,,,22,5.0,15,14.0,,,0.0,142.0
University of Western Australia,Australia,COMBUSTION,28,25,30.1,,,28,62.0,,,,,,,,,,,0.0,92.0
Queensland University of Technology,Australia,ELECTRIC,29,26,18.5,,,,,,,,,,,,,,,0.0,18.0
