name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Fachhochschule Joanneum Graz,Austria,COMBUSTION,1,7,73.0,1,75.0,2,128.0,2,66.95,1,50.0,2,135.06,1,374.9,,,0.0,903.0
Technische Universität Graz,Austria,COMBUSTION,2,4,78.7,10,47.4,1,136.0,1,75.0,4,33.85,1,150.06,2,372.7,,,0.0,894.0
Universität Stuttgart,Germany,COMBUSTION,3,8,68.0,7,59.7,8,92.0,8,52.64,3,34.72,3,122.67,3,364.76,,,0.0,794.0
Hochschule für Angewandte Wissenschaften Hamburg,Germany,COMBUSTION,4,9,67.9,5,62.8,15,67.0,4,56.83,6,28.96,4,97.84,4,341.07,,,0.0,722.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,COMBUSTION,5,5,77.6,10,47.4,11,83.0,5,55.64,5,29.66,6,79.53,6,310.78,,,0.0,684.0
University of Modena and Reggio Emilia,Italy,COMBUSTION,6,2,82.4,8,55.1,10,87.0,11,40.52,2,43.19,8,68.95,7,272.15,,,0.0,649.0
Politecnico di Milano,Italy,COMBUSTION,7,15,48.0,17,9.2,16,58.0,14,16.76,11,15.43,5,91.85,5,326.27,,,0.0,566.0
Universität Bayreuth,Germany,COMBUSTION,8,12,57.8,5,62.8,3,123.0,10,47.87,7,28.79,9,61.31,9,182.53,,,0.0,564.0
Politecnico di Torino,Italy,COMBUSTION,9,6,74.3,14,39.8,13,76.0,9,48.05,12,11.05,7,73.95,8,218.15,,,0.0,541.0
Coventry University,United Kingdom,COMBUSTION,10,1,83.2,2,65.8,6,106.0,13,26.7,14,3.5,11,29.44,11,146.27,,,0.0,461.0
Fachhochschule München,Germany,COMBUSTION,11,13,52.9,12,42.9,12,81.0,3,57.79,8,23.65,12,28.67,10,164.69,,,0.0,452.0
Fachhochschule Kiel,Germany,COMBUSTION,12,10,64.8,9,49.7,5,107.0,7,53.24,9,20.56,14,11.13,12,141.87,,,0.0,448.0
Technische Universiteit Eindhoven,Netherlands,COMBUSTION,13,16,45.3,4,64.3,7,94.0,6,54.88,10,16.97,10,38.95,,,,,0.0,314.0
Brunel University London,United Kingdom,COMBUSTION,14,3,79.9,2,65.8,4,119.0,,,14,3.5,13,20.7,,,,,0.0,289.0
Università degli studi di Padova,Italy,COMBUSTION,16,11,64.7,15,24.5,9,90.0,12,36.3,14,3.5,15,7.5,,,,,0.0,226.0
Università degli Studi di Catania,Italy,COMBUSTION,17,14,52.4,13,42.1,14,70.0,,,,,,,,,,,0.0,164.0
Università del Salento,Italy,COMBUSTION,18,17,23.8,16,19.9,17,37.0,15,3.5,13,7.22,16,7.49,,,,,0.0,99.0
