name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
ETH Zürich,Switzerland,ELECTRIC,1,7,73.8,2,73.0,1,150.0,1,75.0,1,75.0,2,96.7,1,325.0,4,93.1,0.0,962.0
TU Delft,Netherlands,ELECTRIC,2,5,80.6,3,71.0,2,146.0,3,68.7,4,66.9,3,90.1,2,234.4,5,92.2,-50.0,800.0
GFR DHBW Ravensburg & Oregon State University,Bermuda,ELECTRIC,3,11,60.0,11,47.4,7,109.5,7,40.6,7,58.9,4,89.9,3,185.3,6,90.7,0.0,682.0
Technische Universität Bergakademie Freiberg,Germany,ELECTRIC,4,1,91.3,7,61.6,8,108.4,14,29.2,8,54.6,7,75.7,5,150.8,1,100.0,0.0,672.0
Tallinn TU UAS,Estonia,ELECTRIC,5,6,80.1,5,68.7,9,106.4,10,33.7,3,67.2,8,74.1,6,114.6,2,95.9,-10.0,631.0
Technische Hochschule Ingolstadt,Germany,ELECTRIC,6,17,49.0,18,22.9,11,91.5,13,31.4,9,49.5,6,80.6,4,183.5,3,94.9,0.0,603.0
Universität Stuttgart,Germany,ELECTRIC,7,3,82.8,1,75.0,5,119.2,2,70.2,5,66.1,1,100.0,14,9.0,,,0.0,522.0
Technische Universität Darmstadt,Germany,ELECTRIC,8,8,68.7,6,63.2,4,120.0,5,43.9,10,44.6,9,62.2,12,16.0,7,76.6,0.0,495.0
Fachhochschule München,Germany,ELECTRIC,9,2,88.3,3,71.0,3,130.0,4,45.8,2,67.9,5,82.7,17,2.0,,,0.0,488.0
Universität Bayreuth,Germany,ELECTRIC,10,4,81.4,13,40.3,15,83.7,8,38.8,11,41.0,16,41.5,15,8.0,,,0.0,335.0
Technische Universität Wien,Austria,ELECTRIC,11,13,56.5,15,35.5,6,115.0,18,3.5,6,60.8,12,58.2,,,,,0.0,330.0
Technische Universität Braunschweig,Germany,ELECTRIC,12,12,58.6,14,37.1,18,67.3,12,32.3,12,38.7,13,52.2,7,22.0,,,0.0,308.0
Deggendorf Institute of Technology,Germany,ELECTRIC,13,10,60.7,8,58.4,12,88.6,15,9.8,16,20.2,17,32.3,7,22.0,,,0.0,292.0
Technische Universität Hamburg,Germany,ELECTRIC,14,14,54.5,16,30.0,13,88.3,9,34.7,17,19.0,15,43.5,7,22.0,,,0.0,292.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,ELECTRIC,15,18,45.5,9,52.1,10,106.3,17,6.3,18,9.2,11,60.5,16,6.0,,,0.0,286.0
Hochschule RheinMain,Germany,ELECTRIC,16,9,61.0,16,30.0,17,70.6,11,32.4,15,28.2,14,46.6,7,22.0,,,-20.0,271.0
Technische Hochschule Augsburg,Germany,ELECTRIC,17,16,49.3,9,52.1,16,82.4,6,42.5,14,30.3,10,61.2,7,22.0,,,-70.0,270.0
Technische Universität Dresden,Germany,ELECTRIC,18,15,53.5,12,41.1,14,84.6,16,9.5,13,31.8,18,18.6,13,11.0,,,0.0,250.0
