name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Universität Stuttgart,Germany,ELECTRIC,1,3,85.38,1,75.0,4,125.0,1,75.0,1,75.0,1,100.0,1,325.0,5,19.77,0.0,880.0
Technische Universiteit Eindhoven,Netherlands,ELECTRIC,2,9,58.43,2,74.0,3,130.0,5,19.39,2,68.4,4,64.11,2,282.37,2,87.87,0.0,785.0
Technische Universität Graz,Austria,ELECTRIC,3,12,47.14,13,33.79,5,110.0,7,3.5,7,9.93,5,48.35,3,185.54,3,73.06,0.0,511.0
Westsächsische Hochschule Zwickau,Germany,ELECTRIC,4,2,86.98,5,66.98,2,140.0,2,61.48,4,49.07,2,93.3,,,,,0.0,498.0
ETH Zürich,Switzerland,ELECTRIC,5,4,80.1,7,62.16,1,150.0,3,56.4,3,63.04,3,74.27,,,,,0.0,486.0
Deggendorf Institute of Technology,Germany,ELECTRIC,6,7,63.67,10,57.33,12,60.0,6,15.43,5,37.98,7,16.96,,,1,100.0,0.0,351.0
University Of Hertfordshire,United Kingdom,ELECTRIC,7,15,35.35,6,66.38,5,110.0,4,23.13,8,3.5,6,37.96,,,4,67.46,0.0,344.0
Karlsruhe Institute of Technology,Germany,ELECTRIC,8,8,60.1,3,73.0,9,100.0,,,,,,,,,,,0.0,233.0
Technische Universität Berlin,Germany,ELECTRIC,9,11,48.67,4,70.0,5,110.0,,,,,,,,,,,0.0,229.0
Rheinisch-Westfälische Technische Hochschule Aachen,Germany,ELECTRIC,10,10,53.79,9,58.53,9,100.0,7,3.5,6,12.73,,,,,,,0.0,229.0
Fachhochschule München,Germany,ELECTRIC,11,5,70.0,14,33.19,5,110.0,,,,,,,,,,,0.0,213.0
Slovak University of Technology in Bratislava,Slovakia,ELECTRIC,12,1,88.0,15,32.59,11,90.0,,,,,,,,,,,0.0,211.0
Duale Hochschule Baden-Württemberg Mosbach,Germany,ELECTRIC,13,6,67.99,11,48.88,12,60.0,,,,,,,,,,,0.0,177.0
Fachhochschule für Wirtschaft und Technik,Germany,ELECTRIC,14,14,43.26,8,60.95,12,60.0,,,,,,,,,,,0.0,164.0
Technische Hochschule Köln,Germany,ELECTRIC,15,13,43.87,12,44.66,12,60.0,,,,,,,,,,,0.0,149.0
