name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Missouri University of Science and Technology,United States,COMBUSTION,1,22,35.8,11,57.0,19,82.5,3,74.11,2,35.97,1,150.0,1,300.0,6,90.8,0.0,826.0
Université Laval,Canada,COMBUSTION,2,4,74.7,14,56.5,11,107.0,6,68.04,11,22.55,12,128.1,3,253.0,3,97.0,0.0,807.0
Western University,Canada,COMBUSTION,3,19,44.0,1,75.0,9,114.0,12,57.59,12,22.34,6,140.86,2,260.0,10,85.4,0.0,799.0
École Polytechnique de Montréal,Canada,COMBUSTION,4,6,70.3,9,63.2,12,101.0,18,53.01,16,17.81,14,112.97,3,253.0,1,100.0,0.0,771.0
University of Connecticut,United States,COMBUSTION,5,2,79.0,11,57.0,12,101.0,8,65.52,10,22.86,17,101.46,6,217.0,5,94.6,0.0,739.0
McGill University,Canada,COMBUSTION,6,15,52.7,7,63.8,2,140.0,9,64.79,7,28.53,23,71.0,7,202.0,4,96.1,0.0,719.0
Rochester Institute of Technology,United States,COMBUSTION,7,,,22,46.0,5,120.0,17,53.05,13,21.57,10,130.89,5,219.0,2,97.3,0.0,688.0
The University of Akron,United States,COMBUSTION,8,10,63.3,2,73.0,3,130.0,1,75.0,5,30.15,2,146.1,14,17.0,13,70.6,0.0,605.0
University of Nebraska–Lincoln,United States,COMBUSTION,9,20,40.2,21,48.4,20,76.0,19,49.86,22,4.8,16,103.69,8,166.0,7,90.7,0.0,580.0
The Ohio State University,United States,COMBUSTION,10,18,49.2,5,66.0,4,123.5,10,64.75,4,32.82,8,133.83,13,19.0,14,68.4,0.0,557.0
Carleton University,Canada,COMBUSTION,11,17,50.3,19,51.5,10,108.0,11,62.44,8,28.14,7,139.86,9,27.0,9,88.4,0.0,556.0
École de Technologie Superieure,Canada,COMBUSTION,12,8,68.4,20,49.9,1,150.0,7,67.58,1,50.0,4,143.24,19,12.0,,,0.0,541.0
Iowa State University,United States,COMBUSTION,13,3,75.6,17,53.1,7,115.5,22,37.03,23,2.5,5,143.22,10,24.0,8,88.9,0.0,540.0
University of Toledo,United States,COMBUSTION,14,5,73.6,10,60.7,17,85.0,16,54.21,3,35.56,11,129.9,12,20.0,12,76.1,0.0,535.0
University of Toronto,Canada,COMBUSTION,15,1,80.3,7,63.8,15,95.0,20,47.23,14,20.28,15,104.76,10,24.0,11,81.0,0.0,516.0
University of Pittsburgh,United States,COMBUSTION,16,9,64.2,4,70.0,8,115.0,2,74.51,5,30.15,9,132.13,15,14.0,,,0.0,500.0
The University of Michigan-Dearborn,United States,COMBUSTION,17,7,69.2,14,56.5,6,118.0,4,71.01,9,26.85,3,143.31,20,8.0,,,0.0,493.0
University of Waterloo,Canada,COMBUSTION,18,13,53.1,11,57.0,24,61.0,5,70.25,18,10.58,13,122.8,15,14.0,16,29.2,0.0,418.0
Université de Sherbrooke,Canada,COMBUSTION,19,14,52.8,16,53.4,17,85.0,14,54.94,20,6.56,18,96.02,18,13.0,,,0.0,362.0
Cooper Union,United States,COMBUSTION,20,23,30.6,6,65.4,15,95.0,21,43.44,21,4.92,22,72.06,15,14.0,15,30.1,0.0,356.0
Ryerson University,Canada,COMBUSTION,21,21,39.0,3,70.6,21,66.5,15,54.9,19,10.22,19,90.85,21,3.0,,,0.0,335.0
Cégep du Vieux Montréal,Canada,COMBUSTION,22,11,61.0,18,52.6,14,97.0,23,11.98,15,18.42,21,72.86,,,,,0.0,314.0
Queen,Canada,COMBUSTION,23,12,56.5,23,43.7,22,65.0,13,56.22,17,10.94,20,78.33,21,3.0,,,0.0,314.0
Syracuse University,United States,COMBUSTION,24,16,50.5,24,28.9,23,63.0,,,,,,,,,,,0.0,142.0
University of Ottawa,Canada,COMBUSTION,25,,,,,25,33.0,,,,,,,,,,,0.0,33.0
