name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Rheinisch-Westfälische Technische Hochschule Aachen,Germany,ELECTRIC,1,21,64.4,9,58.2,4,114.0,2,70.4,2,62.6,1,100.0,1,325.0,6,57.5,-20.0,832.0
ETH Zürich,Switzerland,ELECTRIC,2,2,95.0,3,71.0,1,150.0,4,55.1,7,47.1,3,88.3,4,218.3,3,62.1,0.0,787.0
Tallinn TU UAS,Estonia,ELECTRIC,3,14,78.7,19,42.6,10,102.5,3,61.3,4,57.3,4,81.6,2,298.1,8,34.4,-10.0,746.0
Budapest University of Technology and Economics,Hungary,ELECTRIC,4,20,65.4,7,59.5,15,83.1,6,53.3,1,75.0,5,76.7,3,280.9,4,58.3,-10.0,742.0
Technische Universität Dresden,Germany,ELECTRIC,5,7,87.8,7,59.5,3,115.0,1,75.0,3,57.4,2,94.4,,,,,0.0,489.0
Duale Hochschule Baden-Württemberg - Mannheim,Germany,ELECTRIC,6,19,69.5,26,4.6,16,79.2,11,24.5,12,20.2,12,28.0,6,125.2,5,58.0,0.0,409.0
Technische Hochschule Augsburg,Germany,ELECTRIC,7,1,98.0,10,57.3,18,75.1,8,45.7,9,39.0,,,8,75.4,9,28.1,-10.0,409.0
Georg-Simon-Ohm-Hochschule Nürnberg,Germany,ELECTRIC,8,24,58.2,21,36.6,24,24.1,7,49.9,10,32.0,14,7.7,7,96.0,2,76.5,-10.0,371.0
Technische Universität Hamburg,Germany,ELECTRIC,9,8,86.8,11,53.6,12,91.7,9,37.3,8,44.8,8,54.3,,,,,0.0,368.0
TU Delft,Netherlands,ELECTRIC,10,8,86.8,23,17.4,5,112.0,,,,,,,9,40.7,1,100.0,0.0,357.0
University of Ljubljana,Slovenia,ELECTRIC,11,13,79.7,24,14.2,17,76.2,,,,,,,5,138.2,7,49.6,-10.0,348.0
Karlsruhe Institute of Technology,Germany,ELECTRIC,12,3,94.0,6,64.1,6,110.5,,,,,6,72.6,,,,,0.0,341.0
Escola Tècnica Superior d,Spain,ELECTRIC,13,12,80.7,13,49.9,7,109.7,12,17.6,11,29.6,7,62.6,,,,,-10.0,340.0
Universität Stuttgart,Germany,ELECTRIC,14,15,76.6,4,67.3,2,124.0,13,3.5,5,50.9,,,,,,,0.0,322.0
Technische Universität Wien,Austria,ELECTRIC,15,11,81.7,2,73.0,14,84.4,10,36.5,,,,,,,,,0.0,276.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,ELECTRIC,16,22,63.3,18,43.5,9,106.8,,,,,9,53.0,,,,,-10.0,257.0
Ostfalia University of Applied Sciences,Germany,ELECTRIC,17,23,60.3,12,52.7,,,5,53.7,6,48.8,11,39.1,,,,,0.0,255.0
Fachhochschule München,Germany,ELECTRIC,18,5,89.9,16,45.6,11,94.9,,,,,15,4.5,,,,,0.0,235.0
Aristotle University of Thessaloniki,Greece,ELECTRIC,19,16,72.5,1,75.0,19,74.5,,,,,10,43.0,,,,,-32.0,233.0
Technical University of Munich,Germany,ELECTRIC,20,5,89.9,14,47.6,8,108.8,,,,,13,27.9,,,,,-49.0,225.0
Università degli studi di Padova,Italy,ELECTRIC,21,16,72.5,5,66.0,13,85.6,,,,,,,,,,,-16.0,208.0
Deggendorf Institute of Technology,Germany,ELECTRIC,22,10,82.7,17,45.3,21,67.3,,,,,,,,,,,0.0,195.0
Technische Hochschule Ingolstadt,Germany,ELECTRIC,23,26,30.6,25,13.3,20,72.7,,,,,,,10,25.0,,,0.0,142.0
Fachhochschule Konstanz,Germany,ELECTRIC,24,24,58.2,20,38.9,22,64.8,,,,,,,,,,,-25.0,137.0
Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,Germany,ELECTRIC,25,4,93.0,,,23,52.5,,,,,,,,,,,-46.0,100.0
Technische Universität Graz,Austria,ELECTRIC,26,18,70.5,22,28.9,,,,,,,,,,,,,-20.0,79.0
Leopold-Franzens-Universität Innsbruck,Austria,ELECTRIC,27,,,15,46.7,25,6.0,,,,,,,,,,,-10.0,43.0
