name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Rochester Institute of Technology,United States,COMBUSTION,1,3,80.6,2,66.9,2,138.0,3,73.7,6,40.9,5,129.2,1,300.0,9,46.0,0.0,875.0
University of Oklahoma,United States,COMBUSTION,2,25,66.1,13,61.4,3,136.0,14,56.7,4,43.4,8,94.3,2,298.3,4,58.8,0.0,815.0
University of Washington,United States,COMBUSTION,3,32,60.8,3,66.2,7,115.0,2,74.4,11,32.3,6,122.6,5,275.3,7,47.4,0.0,794.0
University of Alberta,Canada,COMBUSTION,4,1,90.4,5,65.3,7,115.0,5,65.5,7,40.5,11,84.9,6,252.1,6,52.9,0.0,767.0
Western University,Canada,COMBUSTION,5,13,73.8,10,62.2,7,115.0,9,60.3,8,38.7,12,82.9,7,244.7,17,10.4,0.0,688.0
The University of Akron,United States,COMBUSTION,6,6,78.1,23,54.1,26,79.0,17,51.5,16,22.1,7,96.5,3,279.6,13,23.0,0.0,684.0
University of Missouri,United States,COMBUSTION,7,21,68.3,10,62.2,16,97.0,8,62.3,13,27.8,15,75.2,4,276.5,18,2.3,0.0,672.0
Massachusetts Institute of Technology,United States,COMBUSTION,8,15,72.0,30,43.2,16,97.0,13,57.8,21,18.7,16,70.9,13,175.9,2,63.6,0.0,599.0
GFR DHBW Ravensburg & Oregon State University,Bermuda,COMBUSTION,9,18,70.1,1,75.0,1,150.0,1,75.0,5,42.1,3,137.1,,,,,0.0,549.0
Missouri University of Science and Technology,United States,COMBUSTION,10,10,74.5,8,63.2,4,130.0,6,65.1,1,50.0,1,150.0,,,,,0.0,533.0
University of Leeds,United Kingdom,COMBUSTION,11,13,73.8,28,44.3,7,115.0,19,50.1,31,2.5,21,49.5,17,149.7,8,46.3,0.0,531.0
Drexel University,United States,COMBUSTION,12,,,54,15.8,26,79.0,27,35.2,23,17.2,10,88.1,8,236.3,10,40.5,0.0,512.0
Shibaura Institute of Technology,Japan,COMBUSTION,13,9,76.2,50,30.7,16,97.0,28,33.9,24,17.0,29,14.7,10,196.0,11,39.0,0.0,504.0
"California State University, Northridge",United States,COMBUSTION,14,23,68.0,15,58.9,16,97.0,17,51.5,25,15.7,26,22.8,15,162.1,16,20.3,0.0,496.0
University of Illinois at Urbana-Champaign,United States,COMBUSTION,15,16,70.9,16,58.8,6,120.0,12,58.8,3,44.5,4,131.9,,,,,0.0,485.0
Lawrence Technological University,United States,COMBUSTION,16,44,47.6,34,41.1,7,115.0,26,37.4,17,21.7,32,7.5,11,180.3,14,21.7,0.0,472.0
South Dakota School of Mines and Technology,United States,COMBUSTION,17,17,70.7,22,55.1,16,97.0,23,44.0,2,46.1,2,147.7,,,,,0.0,461.0
Colorado State University,United States,COMBUSTION,18,31,61.6,14,59.9,26,79.0,31,3.5,26,14.1,22,49.1,9,209.8,56,-6.8,-10.0,460.0
University of New Mexico,United States,COMBUSTION,19,37,56.0,12,62.0,26,79.0,,,,,18,62.6,16,154.6,12,35.2,0.0,450.0
San José State University,United States,COMBUSTION,20,11,74.1,6,63.8,7,115.0,4,73.4,10,33.3,13,81.7,,,,,0.0,441.0
Concordia University,Canada,COMBUSTION,21,46,44.8,20,55.5,26,79.0,21,45.0,30,8.5,30,11.7,14,170.5,14,21.7,0.0,437.0
Wichita State University,United States,COMBUSTION,22,43,53.1,37,38.1,16,97.0,,,,,,,12,176.5,3,60.8,0.0,426.0
University of Kansas,United States,COMBUSTION,23,22,68.1,4,65.6,5,125.0,22,44.3,,,9,90.1,,,,,0.0,393.0
University of California Irvine,United States,COMBUSTION,24,41,54.4,24,53.3,26,79.0,,,,,32,7.5,19,88.1,1,100.0,0.0,382.0
"University of California, Berkeley",United States,COMBUSTION,25,39,55.7,18,58.1,7,115.0,16,53.2,9,34.3,20,54.6,,,,,0.0,371.0
Universidad Nacional Autónoma de México,Mexico,COMBUSTION,26,40,54.7,38,37.9,26,79.0,,,,,,,18,122.5,5,53.9,0.0,348.0
École Polytechnique de Montréal,Canada,COMBUSTION,27,24,66.9,40,37.3,26,79.0,24,41.8,18,21.4,14,81.3,,,,,0.0,328.0
Kansas State University,United States,COMBUSTION,28,19,69.5,43,33.9,7,115.0,25,39.4,20,19.0,24,40.4,,,,,0.0,317.0
Honda Technical College Kansai,Japan,COMBUSTION,29,29,63.4,17,58.7,37,61.0,20,47.9,12,31.1,25,29.8,,,,,0.0,292.0
"Rutgers, The State University of New Jersey",United States,COMBUSTION,30,33,57.5,27,45.6,16,97.0,15,55.5,15,26.7,32,7.5,,,,,0.0,290.0
Michigan State University,United States,COMBUSTION,31,30,63.1,21,55.2,16,97.0,,,,,16,70.9,,,,,0.0,286.0
