name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Technical University of Munich,Germany,ELECTRIC,1,8,93.0,25,49.14,5,120.0,4,66.79,1,75.0,1,100.0,1,325.0,3,96.81,0.0,926.0
Karlsruhe Institute of Technology,Germany,ELECTRIC,2,5,95.0,3,73.0,3,133.0,2,73.95,5,50.7,8,49.71,4,186.0,2,98.13,0.0,760.0
Technische Universität Bergakademie Freiberg,Germany,ELECTRIC,3,14,88.0,21,52.58,11,100.0,11,46.19,12,37.19,4,62.84,2,229.71,4,95.19,0.0,712.0
Rheinisch-Westfälische Technische Hochschule Aachen,Germany,ELECTRIC,4,10,92.0,2,74.0,7,115.0,6,58.39,19,12.41,9,48.89,3,205.64,5,93.74,0.0,700.0
Technische Universiteit Eindhoven,Netherlands,ELECTRIC,5,3,98.0,11,62.18,13,95.0,14,37.69,4,52.09,14,34.52,5,175.01,6,89.24,-65.0,579.0
Ostfalia University of Applied Sciences,Germany,ELECTRIC,6,25,70.0,7,66.04,13,95.0,7,56.2,8,42.74,7,50.55,8,89.43,1,100.0,-20.0,550.0
Universität Stuttgart,Germany,ELECTRIC,7,1,100.0,5,70.0,4,130.0,1,75.0,6,49.32,3,79.91,,,,,0.0,504.0
University of Ljubljana,Slovenia,ELECTRIC,8,27,68.0,35,37.14,21,75.0,15,31.73,13,29.98,10,46.86,6,110.78,7,86.67,0.0,486.0
Universidade de Lisboa - Instituto Superior Técnico,Portugal,ELECTRIC,9,23,77.0,16,58.21,8,110.0,8,53.26,14,29.66,,,7,99.66,8,82.0,-35.0,475.0
Norwegian University of Science and Technology,Norway,ELECTRIC,10,8,93.0,9,64.68,1,150.0,,,2,65.55,2,90.19,,,,,-25.0,438.0
Technische Universität Dresden,Germany,ELECTRIC,11,27,68.0,1,75.0,11,100.0,3,73.83,7,48.55,6,58.87,,,,,0.0,424.0
ETH Zürich,Switzerland,ELECTRIC,12,13,90.0,9,64.68,2,140.0,18,13.05,3,54.31,11,46.16,,,,,0.0,408.0
Hochschule Bonn-Rhein-Sieg,Germany,ELECTRIC,13,20,81.0,27,48.41,6,118.0,9,53.11,11,40.03,5,59.74,,,,,-25.0,375.0
Escola Superior d,Spain,ELECTRIC,14,7,94.0,28,46.21,8,110.0,12,44.94,9,41.82,12,37.75,,,,,-5.0,370.0
Technische Universität Darmstadt,Germany,ELECTRIC,15,16,86.0,6,66.14,15,90.0,17,18.53,10,41.23,18,5.3,,,,,-5.0,302.0
Universität Bayreuth,Germany,ELECTRIC,16,5,95.0,23,51.54,24,70.0,16,31.5,21,7.46,13,36.83,,,,,0.0,292.0
KU Leuven - Group T Campus,Belgium,ELECTRIC,17,33,57.0,8,64.99,17,85.0,5,59.93,20,10.98,19,4.5,,,,,0.0,282.0
Helsinki Metropolia University of Applied Sciences,Finland,ELECTRIC,18,26,69.0,22,51.74,19,80.0,10,52.02,15,27.2,15,32.51,,,,,-35.0,277.0
Università degli studi di Padova,Italy,ELECTRIC,19,4,97.0,17,56.13,10,105.0,,,,,,,,,,,0.0,258.0
Aristotle University of Thessaloniki,Greece,ELECTRIC,20,20,81.0,24,50.7,27,60.0,13,43.63,18,14.06,19,4.5,,,,,0.0,254.0
Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen,Germany,ELECTRIC,21,15,87.0,12,61.45,21,75.0,19,3.5,16,21.89,19,4.5,,,,,-5.0,248.0
K. J. Somaiya College of Engineering,India,ELECTRIC,22,16,86.0,4,72.0,30,55.0,,,,,,,,,,,-10.0,203.0
Universidad Politécnica de Madrid (UPM),Spain,ELECTRIC,23,19,82.0,18,55.5,21,75.0,,,,,,,,,,,-15.0,198.0
UAS Würzburg-Schweinfurt,Germany,ELECTRIC,24,2,99.0,38,28.17,25,65.0,,,,,,,,,,,0.0,192.0
Indian Institute of Technology Delhi,India,ELECTRIC,25,20,81.0,30,44.96,25,65.0,19,3.5,,,19,4.5,,,,,-10.0,189.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,ELECTRIC,26,31,63.0,19,54.98,17,85.0,,,,,,,,,,,-15.0,188.0
Universität Kassel,Germany,ELECTRIC,27,10,92.0,33,41.94,15,90.0,,,,,,,,,,,-37.0,187.0
Technische Universität Berlin,Germany,ELECTRIC,28,16,86.0,25,49.14,30,55.0,,,,,,,,,,,-10.0,180.0
Fachhochschule Kiel,Germany,ELECTRIC,29,30,67.0,14,59.36,34,45.0,19,3.5,17,16.82,19,4.5,,,,,-20.0,176.0
University of Seville,Spain,ELECTRIC,30,10,92.0,29,45.17,27,60.0,,,,,,,,,,,-25.0,172.0
GFR DHBW Ravensburg & Oregon State University,Bermuda,ELECTRIC,31,32,61.0,15,58.94,19,80.0,,,,,,,,,,,-28.0,172.0
Technische Universität Chemnitz,Germany,ELECTRIC,32,27,68.0,32,42.67,30,55.0,,,,,,,,,,,0.0,166.0
Technische Universität Braunschweig,Germany,ELECTRIC,33,24,74.0,36,36.41,27,60.0,,,,,17,7.8,,,,,-15.0,163.0
École Polytechnique Fédérale de Lausanne,Switzerland,ELECTRIC,34,35,40.0,20,53.62,30,55.0,,,,,,,,,,,-36.0,113.0
Liaoning University of Technology,China,ELECTRIC,35,35,40.0,31,44.44,35,40.0,19,3.5,,,16,18.76,9,25.0,,,-70.0,102.0
Guangxi Science and Technology University Lushan College,China,ELECTRIC,36,37,34.0,37,29.21,37,30.0,,,,,,,,,,,0.0,93.0
Technische Hochschule Ostwestfalen-Lippe,Germany,ELECTRIC,37,34,56.0,34,38.39,36,35.0,,,,,,,,,,,-40.0,89.0
Hochschule Mannheim,Germany,ELECTRIC,38,,,13,60.92,,,,,,,,,,,,,-35.0,26.0
