name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Centro Universitário da FEI,Brazil,COMBUSTION,1,1,92.7,5,67.87,1,124.0,1,75.0,1,50.0,1,150.0,1,300.0,2,94.79,0.0,954.0
Universidade Federal de Santa Maria,Brazil,COMBUSTION,2,9,67.1,11,53.96,7,89.12,5,3.5,4,13.67,5,88.83,3,177.56,1,100.0,0.0,594.0
Escola de Engenharia de São Carlos da Universidade de São Paulo,Brazil,COMBUSTION,3,2,86.9,9,56.84,2,116.63,3,46.82,2,37.44,2,122.81,12,6.0,,,0.0,473.0
Universidade Federal do Rio de Janeiro,Brazil,COMBUSTION,4,11,63.4,14,44.97,22,10.94,5,3.5,5,11.84,3,95.63,4,167.27,3,49.44,0.0,447.0
Universidade Federal de Minas Gerais,Brazil,COMBUSTION,5,15,55.0,3,74.32,18,46.14,4,29.38,6,10.65,6,7.5,2,183.89,4,3.41,0.0,410.0
Universidade Paulista,Brazil,COMBUSTION,6,7,71.8,6,67.02,10,80.0,2,53.4,3,25.67,4,91.0,14,1.0,,,0.0,390.0
Centro Universitário Facens,Brazil,COMBUSTION,7,6,73.1,4,69.57,6,92.05,,,,,,,6,18.0,,,0.0,253.0
Escola Politécnica da Universidade de São Paulo,Brazil,COMBUSTION,8,13,62.3,2,74.66,5,95.57,,,,,,,9,9.0,,,0.0,242.0
Centro Federal de Educação Tecnológica de Minas Gerais,Brazil,COMBUSTION,9,4,77.5,12,50.06,8,83.35,,,,,,,5,22.0,,,0.0,233.0
Universidade Tecnológica Federal do Paraná,Brazil,COMBUSTION,10,5,76.5,8,61.09,11,76.17,,,,,,,,,,,0.0,214.0
Universidade Federal do Rio Grande do Sul,Brazil,COMBUSTION,11,10,64.2,16,33.94,4,98.49,,,,,,,7,16.0,,,0.0,213.0
Universidade Estadual de Campinas,Brazil,COMBUSTION,12,16,51.9,1,75.0,9,80.23,,,,,,,,,,,0.0,207.0
Instituto Mauá de Tecnologia,Brazil,COMBUSTION,13,21,33.0,18,26.3,3,98.9,5,3.5,7,7.91,6,7.5,11,7.0,,,0.0,184.0
UNESP - Campus de Ilha Solteira,Brazil,COMBUSTION,14,17,50.4,7,61.93,14,65.43,,,,,,,,,,,0.0,178.0
Universidade Federal de Santa Catarina,Brazil,COMBUSTION,15,12,62.7,21,20.36,13,66.62,,,,,,,7,16.0,,,0.0,166.0
Universidade Estadual Paulista - Guaratinguetá,Brazil,COMBUSTION,16,3,78.0,13,48.36,21,19.03,,,,,6,7.5,9,9.0,,,0.0,162.0
Universidade Federal de Itajubá - Itajubá,Brazil,COMBUSTION,17,8,67.4,22,11.88,12,72.88,,,,,,,,,,,0.0,152.0
Universidade Federal Fluminense - Niterói,Brazil,COMBUSTION,18,14,59.3,15,39.03,20,29.57,,,,,6,7.5,13,5.0,,,0.0,140.0
Universidade Federal da Bahia,Brazil,COMBUSTION,19,23,31.2,17,32.24,16,53.0,,,,,,,,,,,0.0,116.0
Universidade de Brasília,Brazil,COMBUSTION,20,20,35.0,18,26.3,17,47.81,,,,,,,,,,,0.0,109.0
Polo Universitario de Volta Redonda - Universidade Federal Fluminense,Brazil,COMBUSTION,21,18,48.8,,,15,55.68,,,,,,,,,,,0.0,104.0
Universidade Federal de Santa Catarina - Joinville,Brazil,COMBUSTION,22,25,12.5,20,24.1,19,33.66,,,,,,,,,,,0.0,70.0
Universidade Federal de Itajubá - Itabira,Brazil,COMBUSTION,23,,,10,54.81,,,,,,,,,,,,,0.0,55.0
Centro integrado de Manufatura e Tecnologia - SENAI/CIMATEC,Brazil,COMBUSTION,24,19,39.0,,,,,,,,,,,,,,,0.0,39.0
Universidade Federal de São Carlos,Brazil,COMBUSTION,25,22,31.3,,,,,,,,,,,,,,,0.0,31.0
Federal University of Paraíba,Brazil,COMBUSTION,26,24,28.6,,,,,,,,,,,,,,,0.0,29.0
