name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Cornell University,United States,COMBUSTION,1,4,91.49,26,59.71,4,130.0,2,70.07,5,46.86,2,138.22,1,369.45,,,0.0,906.0
University of Western Australia,Australia,COMBUSTION,2,25,84.82,22,61.02,1,150.0,10,60.14,2,49.88,12,103.59,2,358.7,,,0.0,868.0
University of Wisconsin-Madison,United States,COMBUSTION,3,2,94.34,6,69.26,6,120.0,17,57.55,9,43.77,6,115.37,4,353.63,,,0.0,854.0
University of Waterloo,Canada,COMBUSTION,4,14,87.18,44,56.15,2,140.0,8,61.64,13,41.4,18,96.43,7,329.2,,,0.0,812.0
University of Washington,United States,COMBUSTION,5,49,79.28,30,58.32,6,120.0,38,48.23,32,30.51,5,117.23,3,358.01,,,0.0,812.0
Pennsylvania State University,United States,COMBUSTION,6,63,75.51,21,61.62,3,135.0,7,61.96,22,34.64,9,105.89,10,314.91,,,0.0,790.0
North Carolina State University,United States,COMBUSTION,7,72,74.2,16,63.99,14,100.0,40,47.86,12,42.05,20,92.91,6,343.77,,,0.0,765.0
Saginaw Valley State University,United States,COMBUSTION,8,53,78.63,3,71.08,14,100.0,6,63.38,6,45.76,13,103.52,12,291.84,,,0.0,754.0
Missouri University of Science and Technology,United States,COMBUSTION,9,67,75.14,9,68.73,43,80.0,28,51.74,47,24.84,7,114.91,8,323.21,,,0.0,739.0
Ryerson University,Canada,COMBUSTION,10,83,71.49,57,51.2,6,120.0,58,41.46,27,32.68,49,62.54,5,349.79,,,0.0,729.0
Virginia Polytechnic Institute and State University,United States,COMBUSTION,11,37,81.61,5,69.87,14,100.0,45,46.86,20,35.43,21,91.7,11,297.99,,,0.0,723.0
University of Kansas,United States,COMBUSTION,12,82,71.56,70,45.81,14,100.0,62,38.74,33,30.19,16,100.66,9,322.95,,,0.0,710.0
Oxford Brookes University,United Kingdom,COMBUSTION,13,16,87.03,15,65.13,14,100.0,25,52.45,1,50.0,14,103.34,28,234.96,,,0.0,693.0
University of New Mexico,United States,COMBUSTION,14,46,79.39,20,62.86,14,100.0,32,49.57,15,39.25,24,86.15,14,275.42,,,0.0,693.0
Rensselaer Polytechnic Institute,United States,COMBUSTION,15,10,88.15,35,57.01,14,100.0,29,51.41,29,31.1,34,80.23,15,274.31,,,0.0,682.0
Rochester Institute of Technology,United States,COMBUSTION,16,18,86.61,2,72.13,6,120.0,51,45.06,18,35.86,43,73.86,24,243.63,,,0.0,677.0
"Rutgers, The State University of New Jersey",United States,COMBUSTION,17,41,80.79,19,63.01,14,100.0,27,51.93,67,18.0,17,98.15,23,245.63,,,0.0,658.0
Iowa State University,United States,COMBUSTION,18,9,88.19,73,44.72,43,80.0,41,47.82,30,31.02,38,78.02,13,285.44,,,0.0,655.0
Dartmouth College,United States,COMBUSTION,19,43,80.52,18,63.53,43,80.0,11,59.99,21,35.17,35,78.56,19,252.4,,,0.0,650.0
University of Missouri,United States,COMBUSTION,20,19,86.52,38,56.76,43,80.0,37,48.37,43,27.73,45,71.14,18,266.15,,,0.0,637.0
Drexel University,United States,COMBUSTION,21,23,85.38,40,56.54,14,100.0,3,68.13,36,29.19,51,61.46,27,235.4,,,0.0,636.0
Western University,Canada,COMBUSTION,22,55,77.67,37,56.82,43,80.0,59,40.69,34,29.46,33,81.43,22,248.29,,,0.0,614.0
University of British Columbia - Vancouver,Canada,COMBUSTION,23,68,75.12,85,39.29,43,80.0,49,45.46,23,34.4,26,85.38,20,251.36,,,0.0,611.0
Université Laval,Canada,COMBUSTION,24,64,75.45,47,54.27,43,80.0,60,40.26,55,22.62,19,96.42,26,239.86,,,0.0,609.0
University of Oklahoma,United States,COMBUSTION,25,74,73.52,50,53.49,14,100.0,77,22.93,44,26.95,41,74.58,21,248.82,,,0.0,600.0
University of North Carolina at Charlotte,United States,COMBUSTION,26,75,73.15,45,55.33,14,100.0,48,46.09,16,37.36,75,16.46,16,271.42,,,0.0,600.0
University of Toledo,United States,COMBUSTION,27,6,89.49,56,51.78,14,100.0,44,47.13,60,20.22,27,85.07,33,196.84,,,0.0,591.0
Kokushikan University,Japan,COMBUSTION,28,60,76.54,62,47.98,14,100.0,20,54.92,7,45.29,57,51.48,32,205.22,,,0.0,581.0
University of Texas at Austin,United States,COMBUSTION,29,59,76.69,79,42.06,43,80.0,16,57.8,50,24.06,70,21.93,17,266.66,,,0.0,569.0
Kookmin University,South Korea,COMBUSTION,30,65,75.43,75,44.6,43,80.0,13,59.68,17,36.61,56,51.87,31,216.21,,,0.0,564.0
Duke University,United States,COMBUSTION,31,92,68.81,60,48.6,77,60.0,46,46.77,25,33.93,46,67.49,30,230.06,,,0.0,556.0
Brown University,United States,COMBUSTION,32,13,87.7,105,31.41,14,100.0,63,38.36,42,27.93,44,72.73,36,189.43,,,0.0,548.0
Texas A&M University,United States,COMBUSTION,33,73,74.15,4,70.51,14,100.0,1,75.0,3,47.15,1,150.0,,,,,0.0,517.0
