name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
ETH Zürich,Switzerland,ELECTRIC,1,9,68.9,3,71.3,1,150.0,7,55.4,16,34.5,3,145.5,1,300.0,3,95.7,0.0,921.0
Westsächsische Hochschule Zwickau,Germany,ELECTRIC,2,25,58.2,35,51.9,3,143.0,5,56.0,4,41.1,9,124.4,2,286.9,1,100.0,-10.0,852.0
Universität Stuttgart,Germany,COMBUSTION,3,19,61.0,4,69.8,4,142.0,10,52.7,1,50.0,13,113.8,3,277.5,9,47.2,0.0,814.0
Karlsruhe Institute of Technology,Germany,COMBUSTION,4,47,49.6,17,61.2,11,126.0,6,55.7,2,49.5,11,117.8,4,259.7,8,52.7,0.0,772.0
Technische Universität Dresden,Germany,ELECTRIC,5,44,51.6,14,61.9,34,104.0,3,62.5,22,29.2,13,113.8,8,225.0,2,95.9,0.0,744.0
Università degli studi di Padova,Italy,COMBUSTION,6,31,57.2,29,53.6,20,119.0,4,56.8,27,22.6,18,100.5,5,240.1,13,26.1,0.0,676.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,ELECTRIC,7,57,42.2,50,44.8,22,117.0,28,43.5,20,32.9,35,62.5,7,226.7,5,86.2,0.0,656.0
Fachhochschule Joanneum Graz,Austria,COMBUSTION,8,24,58.4,25,55.0,11,126.0,19,46.7,18,33.6,19,98.0,10,196.6,12,30.8,0.0,645.0
Universität Kassel,Germany,COMBUSTION,9,50,47.5,38,51.3,22,117.0,23,44.6,15,35.0,21,93.9,6,236.2,16,11.2,0.0,637.0
Universität Paderborn,Germany,COMBUSTION,10,45,50.3,23,55.5,47,80.0,20,45.6,19,33.0,12,113.9,9,208.0,14,25.9,0.0,612.0
Technische Universität Graz,Austria,COMBUSTION,11,4,79.3,5,69.7,17,121.0,12,51.1,8,37.8,6,133.1,25,16.0,7,59.7,0.0,568.0
Fachhochschule Kiel,Germany,ELECTRIC,12,33,55.8,58,41.2,50,77.0,14,50.2,37,14.9,26,82.2,11,142.5,4,89.4,0.0,553.0
TU Delft,Netherlands,ELECTRIC,13,22,59.6,9,66.6,2,145.0,2,71.3,11,37.1,1,150.0,47,4.0,,,0.0,534.0
Universität Stuttgart,Germany,ELECTRIC,14,21,60.0,48,46.4,5,141.0,1,75.0,9,37.3,2,146.2,58,1.0,,,0.0,507.0
University of Huddersfield,United Kingdom,COMBUSTION,15,5,77.2,6,67.9,44,85.0,38,27.6,41,11.4,32,66.0,12,120.5,10,47.0,0.0,503.0
Norwegian University of Science and Technology,Norway,COMBUSTION,16,13,66.8,10,65.9,13,125.0,8,53.6,12,36.0,10,118.4,30,11.0,,,0.0,477.0
Chalmers University of Technology,Sweden,COMBUSTION,17,14,66.0,14,61.9,9,129.0,31,40.4,6,40.4,5,134.3,51,3.0,,,0.0,475.0
University Of Hertfordshire,United Kingdom,COMBUSTION,18,3,79.6,42,49.6,10,127.0,15,49.9,5,40.6,15,109.7,26,15.0,,,0.0,472.0
Karlstad University,Sweden,COMBUSTION,19,52,47.4,22,56.4,37,97.0,13,50.3,13,35.3,7,129.6,28,14.0,11,39.7,0.0,470.0
University of Bath,United Kingdom,COMBUSTION,20,29,57.5,39,50.9,8,133.0,17,49.3,7,38.6,8,124.5,30,11.0,,,0.0,465.0
Technological University Dublin,Ireland,COMBUSTION,21,48,48.9,18,61.0,43,86.0,21,45.4,42,5.7,22,92.3,13,96.3,18,5.8,0.0,442.0
Ostbayerische Technische Hochschule Regensburg,Germany,COMBUSTION,22,8,69.1,28,53.7,15,124.0,9,53.0,33,16.8,25,86.5,30,11.0,,,0.0,414.0
University of Strathclyde,United Kingdom,COMBUSTION,23,1,92.4,8,67.0,17,121.0,44,17.8,17,34.0,31,70.0,38,9.0,,,0.0,411.0
Oxford Brookes University,United Kingdom,COMBUSTION,24,28,57.7,30,53.3,35,100.0,29,41.5,25,23.5,23,91.9,23,17.0,15,20.5,0.0,406.0
University of Liverpool,United Kingdom,COMBUSTION,25,6,76.2,16,61.5,25,115.0,27,44.1,43,5.1,29,74.0,22,20.0,17,6.2,0.0,402.0
"Cardiff University, Wales",United Kingdom,COMBUSTION,26,2,87.4,19,60.7,30,110.0,36,36.2,23,28.8,33,63.5,40,6.0,,,0.0,393.0
Technical University of Munich,Germany,COMBUSTION,27,35,55.6,27,54.6,7,134.0,,,,,4,143.4,56,2.0,,,0.0,390.0
Fachhochschule Coburg,Germany,COMBUSTION,28,59,40.7,47,46.9,20,119.0,21,45.4,24,26.5,15,109.7,,,,,0.0,388.0
Loughborough University,United Kingdom,COMBUSTION,29,11,68.0,52,43.6,26,114.0,35,37.2,38,14.6,17,102.1,39,8.0,,,0.0,387.0
Karlsruhe Institute of Technology,Germany,ELECTRIC,30,12,67.3,61,39.2,6,138.0,,,3,42.0,,,26,15.0,6,84.4,0.0,386.0
