name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Monash University,Australia,COMBUSTION,1,3,79.5,2,49.1,1,200.0,14,32.1,1,75.0,1,100.0,1,363.8,,,0.0,899.0
Edith Cowan University,Australia,COMBUSTION,2,9,66.1,16,29.7,7,140.0,1,50.0,2,58.0,2,96.4,2,332.8,,,0.0,773.0
University of Wollongong,Australia,COMBUSTION,3,4,78.9,6,39.2,12,117.0,5,46.1,11,36.8,10,65.9,4,314.4,,,0.0,698.0
Sophia University,Japan,COMBUSTION,4,18,43.5,8,36.9,9,123.0,7,42.4,6,46.8,8,69.6,3,330.7,,,0.0,693.0
RMIT University,Australia,COMBUSTION,5,16,47.5,4,47.4,2,180.0,15,29.6,10,36.9,5,81.5,11,219.0,,,0.0,642.0
University of New South Wales,Australia,COMBUSTION,6,2,79.6,12,34.1,4,160.0,9,40.4,14,28.9,15,55.7,8,242.7,,,0.0,641.0
Curtin University,Australia,COMBUSTION,7,12,61.5,14,32.4,8,125.0,2,49.6,7,39.1,7,72.8,9,237.5,,,0.0,618.0
"University of Technology, Sydney",Australia,COMBUSTION,8,10,64.2,19,28.0,16,100.0,4,47.4,15,24.5,12,62.7,7,268.1,,,0.0,595.0
Tokyo Denki University,Japan,COMBUSTION,9,5,78.5,18,28.7,17,96.0,,,,,11,64.9,5,301.2,,,0.0,569.0
University of Adelaide,Australia,COMBUSTION,10,6,71.7,11,35.3,14,104.0,12,34.3,13,29.9,14,57.6,10,220.5,,,0.0,553.0
University of Sydney,Australia,COMBUSTION,11,17,45.1,9,36.5,5,150.0,10,37.7,4,50.2,6,73.1,14,152.6,,,0.0,545.0
The University of Newcastle,Australia,COMBUSTION,12,20,39.5,13,33.5,11,120.0,13,33.2,12,33.1,18,43.2,12,171.2,,,0.0,474.0
University of Waikato,New Zealand,COMBUSTION,13,11,61.9,10,36.3,13,107.0,11,35.4,16,16.8,13,61.5,13,153.6,,,0.0,473.0
University of Queensland,Australia,COMBUSTION,14,14,53.5,1,50.0,14,104.0,3,47.8,9,37.1,20,20.6,15,150.4,,,0.0,463.0
Queensland University of Technology,Australia,COMBUSTION,15,,,20,24.4,,,8,42.0,8,38.5,16,55.3,6,281.9,,,0.0,442.0
University of Melbourne,Australia,COMBUSTION,16,15,49.6,5,46.5,6,146.0,6,45.7,5,47.1,3,89.1,17,18.0,,,0.0,442.0
University of Auckland,New Zealand,COMBUSTION,17,8,67.1,3,48.1,3,175.0,18,2.5,3,52.7,4,86.7,18,9.0,,,0.0,441.0
Swinburne University of Technology,Australia,ELECTRIC,18,13,61.2,7,37.2,9,123.0,15,29.6,17,3.5,17,46.1,16,32.0,,,0.0,333.0
University of South Australia,Australia,COMBUSTION,19,7,68.4,21,23.9,19,68.0,17,4.0,17,3.5,9,69.5,18,9.0,,,0.0,246.0
RMIT University,Australia,ELECTRIC,20,1,88.5,17,29.1,18,90.0,,,,,19,22.5,,,,,0.0,230.0
University of Western Australia,Australia,COMBUSTION,21,19,41.1,15,30.1,20,3.0,,,,,,,,,,,0.0,74.0
