name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Università degli studi di Padova,Italy,COMBUSTION,1,1,100.0,2,73.0,1,150.0,3,45.7,1,75.0,1,100.0,1,325.0,2,73.56,0.0,942.0
Alma Mater Studiorum - Università di Bologna,Italy,COMBUSTION,2,3,82.54,3,71.0,4,133.33,2,48.41,3,54.99,3,64.71,2,236.47,3,66.57,0.0,758.0
Università degli Studi di Roma Tor Vergata,Italy,COMBUSTION,3,10,56.51,8,52.71,8,105.56,4,44.1,4,33.75,4,6.92,3,154.12,1,100.0,0.0,554.0
University of Modena and Reggio Emilia,Italy,COMBUSTION,4,6,66.23,4,61.85,2,142.22,1,75.0,2,68.46,2,78.49,,,,,0.0,492.0
University of Split,Croatia,COMBUSTION,5,5,77.69,15,35.28,5,127.78,5,39.73,7,3.5,5,4.5,5,25.0,,,0.0,313.0
Czech University of Life Sciences Prague,Czech Republic,COMBUSTION,6,2,92.06,13,40.95,3,138.89,8,3.5,,,5,4.5,5,25.0,,,0.0,305.0
Frederick University,Cyprus,COMBUSTION,7,20,31.63,16,32.67,10,91.11,7,5.27,6,14.46,5,4.5,4,122.04,,,0.0,302.0
Gadjah Mada University,Indonesia,COMBUSTION,8,14,52.91,1,75.0,14,74.44,6,25.2,5,17.24,5,4.5,5,25.0,,,0.0,274.0
Politecnico di Bari,Italy,COMBUSTION,9,9,58.84,9,45.74,6,106.67,,,,,,,,,,,0.0,211.0
University Politehnica Of Bucharest,Romania,COMBUSTION,10,7,65.33,5,55.32,11,87.78,,,,,,,,,,,0.0,208.0
Gdańsk University of Technology,Poland,COMBUSTION,11,13,53.97,10,43.56,6,106.67,,,,,,,,,,,0.0,204.0
University of Kocaeli,Turkey,COMBUSTION,12,8,63.48,18,30.06,9,102.22,,,,,,,,,,,0.0,196.0
Ferdowsi University of Mashad,Iran,COMBUSTION,13,18,37.18,12,41.38,13,75.56,8,3.5,,,5,4.5,5,25.0,,,0.0,187.0
University of Cyprus,Cyprus,COMBUSTION,14,4,80.91,7,53.14,16,43.33,,,,,,,,,,,0.0,177.0
Università del Salento,Italy,COMBUSTION,15,12,54.58,20,23.09,12,84.44,,,,,,,,,,,0.0,162.0
National Institute of Applied Sciences Lyon,France,COMBUSTION,16,11,55.4,6,54.88,17,38.89,,,,,,,,,,,0.0,149.0
Escola Politècnica Superior d,Spain,COMBUSTION,17,16,42.04,19,28.75,15,48.89,,,,,,,,,,,0.0,120.0
Universidad Europea de Madrid,Spain,COMBUSTION,18,15,47.36,11,43.12,20,27.78,,,,,,,,,,,0.0,118.0
Technical University of Crete,Greece,COMBUSTION,19,19,34.65,14,40.51,18,35.56,,,,,,,,,,,0.0,111.0
CESI École d’ingénieurs - Nanterre,France,COMBUSTION,20,17,37.84,17,31.8,19,28.89,,,,,,,,,,,0.0,99.0
Düzce University,Turkey,COMBUSTION,21,,,21,1.74,,,,,,,,,,,,,0.0,2.0
Swansea University,United Kingdom,COMBUSTION,21,,,21,1.74,,,,,,,,,,,,,0.0,2.0
