name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Technische Universität Graz,Austria,COMBUSTION,1,13,68.8,10,60.6,3,140.0,4,67.05,3,42.31,13,108.77,2,338.51,14,6.05,0.0,832.0
Helsinki Metropolia University of Applied Sciences,Finland,COMBUSTION,2,14,67.75,19,56.1,1,150.0,1,75.0,6,41.23,5,127.99,7,301.99,15,5.83,0.0,826.0
TU Delft,Netherlands,COMBUSTION,3,28,52.4,1,75.0,11,110.0,16,51.06,1,50.0,7,120.08,5,312.81,2,37.06,0.0,808.0
Oxford Brookes University,United Kingdom,COMBUSTION,4,2,81.5,2,74.0,4,135.0,16,51.06,20,30.99,18,90.88,3,337.3,18,1.31,0.0,802.0
University of Queensland,Australia,COMBUSTION,5,34,23.34,22,53.4,13,100.0,6,65.02,15,35.2,1,150.0,1,350.0,4,20.21,0.0,797.0
Universität Stuttgart,Germany,COMBUSTION,6,27,53.21,21,54.2,20,80.0,15,51.49,10,38.82,2,138.98,4,329.29,7,12.7,0.0,759.0
Technische Universität Braunschweig,Germany,COMBUSTION,7,18,62.9,7,65.2,15,90.0,27,33.39,4,41.77,12,112.35,6,311.24,17,4.71,0.0,722.0
Monash University,Australia,COMBUSTION,8,20,61.57,26,49.8,11,110.0,24,41.59,17,31.71,8,118.4,8,289.55,11,8.91,0.0,712.0
Fachhochschule Stralsund,Germany,COMBUSTION,9,3,78.88,26,49.8,13,100.0,5,66.03,8,40.15,11,114.0,13,236.36,13,6.85,0.0,692.0
University of Strathclyde,United Kingdom,COMBUSTION,10,1,87.33,6,68.1,22,70.0,11,54.14,14,36.22,9,117.94,12,243.51,8,11.58,0.0,689.0
"Cardiff University, Wales",United Kingdom,COMBUSTION,11,19,62.67,12,60.3,7,120.0,20,48.91,22,23.12,20,85.03,10,271.69,16,5.76,0.0,677.0
KTH Royal Institute of Technology,Sweden,COMBUSTION,12,6,74.97,24,52.9,22,70.0,25,41.2,13,37.77,15,104.5,9,283.32,9,10.81,0.0,675.0
Universität Bayreuth,Germany,COMBUSTION,13,31,46.86,14,58.4,15,90.0,21,46.82,21,26.73,19,90.18,11,253.23,10,9.0,0.0,621.0
Fachhochschule Kiel,Germany,COMBUSTION,14,32,44.94,15,58.0,29,60.0,12,52.81,12,38.03,17,97.98,14,225.33,5,15.01,0.0,592.0
Ostfalia University of Applied Sciences,Germany,COMBUSTION,15,23,57.24,29,46.8,20,80.0,18,50.62,11,38.29,21,82.42,16,200.55,12,8.4,0.0,564.0
Technische Universität Darmstadt,Germany,COMBUSTION,16,25,56.39,23,53.3,32,50.0,14,52.37,18,31.23,24,72.19,15,217.92,6,13.44,0.0,547.0
Technical University of Munich,Germany,COMBUSTION,17,11,69.71,5,70.0,2,145.0,12,52.81,2,49.7,4,130.66,,,,,0.0,518.0
University of New South Wales,Australia,COMBUSTION,18,8,74.25,30,45.6,5,130.0,3,71.74,16,32.2,3,133.52,,,,,0.0,487.0
Loughborough University,United Kingdom,COMBUSTION,19,7,74.55,3,73.0,7,120.0,21,46.82,7,40.96,6,122.23,,,,,0.0,478.0
Fachhochschule Joanneum Graz,Austria,COMBUSTION,20,12,69.17,17,57.7,7,120.0,9,60.62,5,41.5,10,114.76,,,,,0.0,464.0
Fachhochschule München,Germany,COMBUSTION,21,15,67.44,34,34.9,15,90.0,2,73.9,23,20.51,28,7.5,17,94.49,3,30.64,0.0,419.0
University of Auckland,New Zealand,COMBUSTION,22,21,57.82,15,58.0,7,120.0,18,50.62,26,16.55,14,107.29,,,,,0.0,410.0
Swansea University,United Kingdom,COMBUSTION,23,26,55.83,20,55.9,15,90.0,28,29.91,28,13.94,27,21.13,18,87.59,1,50.0,0.0,404.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,COMBUSTION,24,4,78.67,13,59.8,22,70.0,8,61.1,18,31.23,16,101.59,,,,,0.0,402.0
Deakin University,Australia,COMBUSTION,25,9,73.4,9,61.3,6,125.0,26,38.52,8,40.15,25,42.62,,,,,0.0,381.0
Hochschule für Angewandte Wissenschaften Hamburg,Germany,COMBUSTION,26,10,70.32,8,62.6,22,70.0,10,57.33,29,12.0,22,82.29,,,,,0.0,355.0
Duale Hochschule Baden-Württemberg Ravensburg,Germany,COMBUSTION,27,16,65.23,4,72.0,22,70.0,7,62.55,25,19.66,26,42.02,,,,,0.0,331.0
Rheinisch-Westfälische Technische Hochschule Aachen,Germany,COMBUSTION,28,22,57.79,18,57.1,15,90.0,,,,,23,80.51,,,,,0.0,285.0
University of Ulster,United Kingdom,COMBUSTION,29,29,52.06,28,47.2,29,60.0,23,43.17,24,20.3,28,7.5,,,,,0.0,230.0
University of Windsor,Canada,COMBUSTION,30,5,75.43,25,52.8,22,70.0,29,3.5,27,15.74,28,7.5,,,,,0.0,225.0
Lancaster  University,United Kingdom,COMBUSTION,31,24,57.09,11,60.5,22,70.0,29,3.5,30,2.5,28,7.5,,,,,0.0,201.0
Fachhochschule Konstanz,Germany,COMBUSTION,32,30,51.77,31,44.8,29,60.0,,,,,,,,,,,0.0,157.0
Hochschule Offenburg,Germany,COMBUSTION,33,17,65.2,32,36.2,35,10.0,,,,,,,,,,,0.0,111.0
Technische Universität Berlin,Germany,COMBUSTION,34,,,33,35.6,32,50.0,,,,,,,,,,,0.0,86.0
Technische Universität Dortmund,Germany,COMBUSTION,35,33,30.42,,,34,30.0,,,,,,,,,,,0.0,60.0
Hochschule für Technik und Wirtschaft Berlin,Germany,COMBUSTION,36,,,36,28.8,35,10.0,,,,,,,,,,,0.0,39.0
Moscow State Automobile & Road Technical University - MADI,Russia,COMBUSTION,37,,,37,23.6,35,10.0,,,,,,,,,,,0.0,34.0
Ulm University of Applied Sciences,Germany,COMBUSTION,38,,,35,30.4,,,,,,,,,,,,,0.0,30.0
