name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
K. J. Somaiya College of Engineering,India,COMBUSTION,1,6,74.0,4,71.0,2,143.0,3,63.29,5,3.5,3,76.56,1,325.0,4,77.8,0.0,834.0
Delhi Technological University,India,COMBUSTION,2,2,88.0,3,73.0,3,135.0,,,,,2,82.6,3,268.44,3,82.35,0.0,729.0
Indian Institute of Technology Madras,India,COMBUSTION,3,7,73.0,31,42.17,6,115.0,,,,,4,75.92,2,304.97,1,100.0,0.0,711.0
Dwarkadas. J. Sanghvi College of Engineering,India,COMBUSTION,4,1,94.5,27,43.86,1,150.0,6,18.5,1,75.0,5,61.78,5,162.64,2,85.4,0.0,692.0
Smt. Kashibai Navale College of Engineering,India,COMBUSTION,5,11,63.0,5,64.94,4,127.0,5,26.96,3,36.27,8,29.22,6,116.62,5,69.26,-30.0,533.0
Pimpri Chinchwad College Of Engineering,India,COMBUSTION,6,18,56.0,18,52.71,6,115.0,4,59.49,2,61.05,1,100.0,,,,,0.0,444.0
Dr. D. Y. Patil Institute Of Engineering and Technology,India,COMBUSTION,7,25,39.0,46,18.98,24,70.0,2,68.17,,,11,12.82,4,204.8,,,0.0,414.0
R.V.College of Engineering,India,COMBUSTION,8,3,86.0,2,73.5,11,105.0,1,75.0,4,35.88,9,26.72,,,,,0.0,402.0
COEP Technological University ,India,COMBUSTION,9,5,75.0,12,62.41,9,110.0,,,,,6,43.4,,,,,0.0,291.0
Gujarat Technological University,India,COMBUSTION,10,8,68.0,9,63.67,9,110.0,,,,,7,35.64,,,,,0.0,277.0
"Birla Institute of Technology, Mesra",India,COMBUSTION,11,9,67.0,1,75.0,6,115.0,,,,,,,,,,,0.0,257.0
VIT University - Chennai,India,COMBUSTION,12,9,67.0,14,58.61,15,100.0,,,,,12,4.5,,,,,0.0,230.0
BITS Pilani KK Birla Goa Campus,India,COMBUSTION,13,17,58.5,7,64.1,11,105.0,,,,,,,,,,,0.0,228.0
"SRM Institute of Science and Technology, NCR Campus",India,COMBUSTION,14,41,23.5,13,60.0,5,120.0,,,,,10,17.78,,,,,0.0,221.0
Indian Institute of Technology Kanpur,India,COMBUSTION,15,30,32.5,6,64.52,15,100.0,,,,,,,,,,,0.0,197.0
National Institute of Technology - Kurukshetra,India,COMBUSTION,16,12,60.5,22,45.54,30,60.0,,,,,,,7,25.0,,,0.0,191.0
G.V.Acharya Institute of Engineering & Technology,India,COMBUSTION,17,13,60.0,15,58.19,24,70.0,,,,,,,,,,,0.0,188.0
PES University,India,COMBUSTION,18,15,59.0,26,44.07,19,85.0,,,,,,,,,,,0.0,188.0
"Sardar Patel College of Engineering, Mumbai",India,COMBUSTION,19,42,22.0,24,45.12,11,105.0,,,,,,,,,,,0.0,172.0
