name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Czech Technical University in Prague,Czech Republic,COMBUSTION,1,1,98.0,1,75.0,3,123.67,1,75.0,1,75.0,1,100.0,1,325.0,1,100.0,0.0,972.0
Aristotle University of Thessaloniki,Greece,COMBUSTION,2,2,97.0,2,73.0,2,135.31,2,44.23,,,4,77.66,2,235.05,5,52.78,-10.0,705.0
Hochschule Hannover,Germany,COMBUSTION,3,8,72.46,7,62.16,7,87.55,8,20.79,3,54.08,3,84.18,3,182.18,2,90.33,0.0,654.0
Rzeszów University of Technology,Poland,COMBUSTION,4,4,95.0,5,70.0,6,93.67,3,44.02,4,42.62,2,90.95,5,144.09,7,33.01,0.0,613.0
Aalborg University,Denmark,COMBUSTION,5,7,77.29,9,45.64,10,74.08,5,34.52,6,26.64,6,44.12,4,178.44,3,80.78,0.0,562.0
Escola Politècnica Superior d,Spain,COMBUSTION,6,9,57.97,4,71.0,4,113.88,7,23.5,7,3.5,8,30.13,6,72.04,4,63.84,0.0,436.0
University Carlos III of Madrid,Spain,COMBUSTION,7,3,96.0,3,72.0,1,150.0,9,15.1,2,71.83,,,,,,,-10.0,395.0
University of the West of England,United Kingdom,COMBUSTION,8,5,82.12,8,51.52,5,96.73,4,35.73,5,29.4,5,59.15,,,,,0.0,355.0
University of Rijeka,Croatia,COMBUSTION,9,11,37.03,11,38.08,11,45.92,6,32.64,,,7,41.16,,,6,52.48,-10.0,237.0
VŠB - Technical University of Ostrava,Czech Republic,COMBUSTION,10,5,82.12,6,68.32,8,74.69,10,12.9,,,,,,,,,-50.0,188.0
Fachhochschule Dortmund,Germany,COMBUSTION,11,10,49.92,12,37.8,8,74.69,,,,,,,,,,,0.0,162.0
École Nationale Supérieure des Arts et Métiers de Lille,France,COMBUSTION,12,12,2.88,10,38.36,12,16.53,,,,,,,,,,,-20.0,38.0
