name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Gujarat Technological University,India,COMBUSTION,1,22,55.0,16,60.47,8,98.0,6,31.65,7,22.15,2,80.1,1,325.0,1,100.0,0.0,772.0
COEP Technological University ,India,COMBUSTION,2,4,82.0,19,54.79,8,98.0,9,19.99,1,75.0,1,100.0,2,265.98,4,56.62,0.0,752.0
Manipal Academy of Higher Education,India,COMBUSTION,3,5,77.0,1,75.0,4,122.0,1,75.0,4,58.8,,,3,185.98,,,-35.0,559.0
Dwarkadas. J. Sanghvi College of Engineering,India,COMBUSTION,4,3,87.0,12,61.14,2,134.0,,,,,,,4,168.14,2,87.98,0.0,538.0
VIT University - Chennai,India,COMBUSTION,5,8,74.0,10,62.78,11,83.0,7,27.4,6,31.18,6,11.95,6,60.39,3,73.47,0.0,424.0
Smt. Kashibai Navale College of Engineering,India,COMBUSTION,6,1,95.0,13,60.92,10,94.0,5,32.97,3,63.33,4,68.94,,,,,0.0,415.0
PSG College of Technology,India,COMBUSTION,7,24,53.0,18,59.07,14,80.0,4,35.2,9,15.45,7,4.5,5,89.48,5,41.33,0.0,378.0
SRM Institute of Science and Technology - Kattankulathur,India,COMBUSTION,8,7,76.0,2,74.0,3,128.0,3,43.21,5,51.22,7,4.5,,,,,0.0,377.0
MIT World Peace University,India,COMBUSTION,9,10,72.0,7,66.01,5,116.0,10,3.5,2,70.48,,,,,,,0.0,328.0
Indian Institute of Technology Madras,India,COMBUSTION,10,2,88.0,3,73.0,1,150.0,10,3.5,,,,,,,,,0.0,314.0
"Sardar Patel College of Engineering, Mumbai",India,COMBUSTION,11,19,57.0,5,70.0,15,79.0,8,21.64,8,15.99,4,68.94,,,,,0.0,313.0
PES University,India,COMBUSTION,12,5,77.0,26,51.69,33,47.0,,,,,3,76.32,,,,,0.0,252.0
R.V.College of Engineering,India,COMBUSTION,13,11,70.0,30,46.08,6,110.0,2,53.89,,,,,,,,,-30.0,250.0
Delhi Technological University,India,COMBUSTION,14,14,65.0,4,72.0,7,100.0,,,,,,,,,,,0.0,237.0
KLE Technological University,India,COMBUSTION,15,11,70.0,6,69.11,12,82.0,,,,,,,,,,,0.0,221.0
"Birla Institute of Technology, Mesra",India,COMBUSTION,16,18,58.0,8,65.13,16,72.0,,,,,,,,,,,0.0,195.0
"Birla Institute of Technology & Science , Pilani",India,COMBUSTION,17,8,74.0,13,60.92,26,59.0,,,,,,,,,,,-10.0,184.0
Vishwakarma Institute of Technology,India,COMBUSTION,18,17,59.0,23,52.72,19,70.0,,,,,,,,,,,0.0,182.0
Symbiosis Institute of Technology,India,COMBUSTION,19,24,53.0,35,43.86,13,81.0,,,,,,,,,,,0.0,178.0
"J.C. Bose University of Science and Technology, YMCA",India,COMBUSTION,20,23,54.0,21,53.61,29,56.0,,,,,,,,,,,0.0,164.0
National Institute of Technology - Kurukshetra,India,COMBUSTION,21,15,62.0,34,44.26,23,63.0,,,,,,,,,,,-10.0,159.0
Rajarambapu Institute of Technology,India,COMBUSTION,22,24,53.0,33,45.19,29,56.0,,,,,,,,,,,0.0,154.0
Rajiv Gandhi Institute of Technology - Kottayam,India,COMBUSTION,23,16,60.0,47,31.01,26,59.0,,,,,,,,,,,0.0,150.0
Vidyavardhini,India,COMBUSTION,24,31,46.0,40,38.77,25,60.0,,,,,,,,,,,0.0,145.0
