name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Universität Stuttgart,Germany,COMBUSTION,1,2,84.0,8,59.03,17,107.0,1,75.0,1,50.0,1,150.0,1,370.78,,,0.0,896.0
TU Delft,Netherlands,COMBUSTION,2,18,70.0,1,75.0,4,133.0,2,70.88,4,44.07,3,102.22,5,256.41,,,0.0,752.0
Fachhochschule Joanneum Graz,Austria,COMBUSTION,3,6,78.0,30,47.92,1,147.0,17,50.57,3,44.86,9,88.37,6,249.52,,,0.0,706.0
University of Bath,United Kingdom,COMBUSTION,4,8,76.0,11,57.54,18,106.0,3,65.41,12,35.06,10,88.25,4,262.72,,,0.0,691.0
Helsinki Metropolia University of Applied Sciences,Finland,COMBUSTION,5,5,79.0,32,46.03,2,140.0,12,57.46,19,26.71,4,93.88,7,230.83,,,0.0,674.0
University of Wales Trinity Saint David,United Kingdom,COMBUSTION,6,66,23.0,18,53.2,38,72.0,6,62.9,7,38.56,5,93.77,2,288.2,,,0.0,632.0
Karlsruhe Institute of Technology,Germany,COMBUSTION,7,11,73.0,14,55.23,5,132.0,9,59.64,9,37.78,25,45.69,8,227.01,,,0.0,630.0
ETH Zürich,Switzerland,COMBUSTION,8,14,72.0,27,48.87,26,97.0,20,46.96,29,20.76,21,54.77,3,285.86,,,0.0,626.0
University of Modena and Reggio Emilia,Italy,COMBUSTION,9,32,61.0,35,42.66,12,115.0,26,37.36,15,32.37,15,75.42,10,211.79,,,0.0,576.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,COMBUSTION,10,17,71.0,19,52.39,16,110.0,19,48.48,16,27.6,24,48.59,13,201.72,,,0.0,560.0
University of Birmingham,United Kingdom,COMBUSTION,11,14,72.0,17,54.15,35,74.5,23,41.52,8,38.22,12,82.39,14,195.82,,,0.0,559.0
Chalmers University of Technology,Sweden,COMBUSTION,12,42,56.0,7,60.38,33,76.0,10,58.89,22,25.03,26,39.98,9,213.07,,,0.0,529.0
Tallinn TU UAS,Estonia,COMBUSTION,13,62,42.0,42,40.07,6,131.0,16,51.26,23,24.87,23,48.99,15,157.25,,,0.0,495.0
Fachhochschule Stralsund,Germany,COMBUSTION,14,28,64.0,38,41.97,13,114.0,33,25.22,26,23.55,,,11,208.64,,,0.0,477.0
Westsächsische Hochschule Zwickau,Germany,COMBUSTION,15,18,70.0,45,39.12,45,60.0,24,40.97,37,11.65,22,52.73,12,201.8,,,0.0,476.0
Oxford Brookes University,United Kingdom,COMBUSTION,16,14,72.0,2,69.72,3,138.0,27,36.16,13,35.01,2,102.81,,,,,0.0,454.0
Technische Universität Braunschweig,Germany,COMBUSTION,17,9,74.0,3,65.12,11,118.0,5,64.83,11,35.48,6,90.43,,,,,0.0,448.0
Ryerson University,Canada,COMBUSTION,18,18,70.0,39,41.56,58,44.0,29,35.41,20,25.99,19,57.65,16,135.24,,,0.0,410.0
University Of Hertfordshire,United Kingdom,COMBUSTION,19,3,82.0,57,32.9,7,129.0,4,65.25,10,37.05,17,62.45,,,,,0.0,409.0
Aristotle University of Thessaloniki,Greece,COMBUSTION,20,64,38.0,34,44.81,37,73.0,13,53.7,18,27.01,27,38.33,17,132.83,,,0.0,408.0
