name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
University of Western Australia,Australia,COMBUSTION,1,2,86.1,3,65.3,4,120.0,2,71.7,2,47.8,1,150.0,2,354.6,,,0.0,896.0
RMIT University,Australia,COMBUSTION,2,3,84.6,5,63.2,1,150.0,5,55.4,10,25.9,4,104.5,1,396.6,,,0.0,880.0
Monash University,Australia,COMBUSTION,3,8,80.0,11,50.4,19,69.0,14,41.8,4,37.9,5,103.1,3,308.0,,,0.0,690.0
University of Wollongong,Australia,COMBUSTION,4,1,89.6,19,40.8,3,125.0,12,43.1,1,50.0,8,71.4,9,214.7,,,0.0,634.0
Deakin University,Australia,COMBUSTION,5,9,78.4,12,49.0,11,85.0,6,54.6,6,35.6,7,92.8,6,238.8,,,0.0,634.0
Fachhochschule München,Germany,COMBUSTION,6,22,47.4,12,49.0,6,99.0,1,75.0,8,28.5,6,101.3,8,219.2,,,0.0,619.0
University of Melbourne,Australia,COMBUSTION,7,15,69.8,8,56.2,7,96.0,3,57.1,13,17.1,10,61.8,7,225.1,,,0.0,583.0
University of Auckland,New Zealand,COMBUSTION,8,10,78.1,2,72.1,12,82.0,,,,,9,68.0,4,274.7,,,0.0,575.0
University of Sydney,Australia,COMBUSTION,9,13,75.3,10,51.0,16,78.0,7,51.4,7,33.9,12,42.9,10,211.5,,,0.0,544.0
University of Adelaide,Australia,COMBUSTION,10,7,80.4,14,44.4,5,100.0,,,,,,,5,251.3,,,0.0,476.0
Swinburne University of Technology,Australia,COMBUSTION,11,17,67.5,1,75.0,8,94.0,4,56.2,14,12.3,2,119.8,,,,,0.0,425.0
"Victoria University, Australia",Australia,COMBUSTION,12,14,73.1,9,53.2,17,77.5,8,50.3,16,2.5,16,7.5,11,110.2,,,0.0,374.0
Queensland University of Technology,Australia,COMBUSTION,13,12,76.3,6,60.4,20,56.0,9,49.7,12,20.7,3,110.3,,,,,0.0,374.0
Tokyo Denki University,Japan,COMBUSTION,14,4,84.0,16,42.7,2,130.0,13,42.9,3,41.3,13,22.8,,,,,0.0,364.0
University of South Australia,Australia,COMBUSTION,15,20,62.8,7,58.7,12,82.0,11,44.0,5,37.8,11,44.3,,,,,0.0,330.0
University of New South Wales - Australian Defence Force Academy,Australia,COMBUSTION,16,6,80.7,4,64.0,14,79.0,15,32.0,11,22.2,15,11.9,,,,,0.0,290.0
Tokai University,Japan,COMBUSTION,17,19,63.4,20,38.9,14,79.0,10,45.0,9,27.2,14,12.1,,,,,0.0,266.0
The University of Newcastle,Australia,COMBUSTION,18,11,77.9,17,42.5,10,89.0,16,27.2,15,9.7,,,,,,,0.0,246.0
University of New South Wales,Australia,COMBUSTION,19,5,80.9,22,32.4,9,90.5,,,,,,,,,,,0.0,204.0
University of Southern Queensland,Australia,COMBUSTION,20,18,65.2,18,41.9,18,70.0,,,,,,,,,,,0.0,177.0
"University of Technology, Sydney",Australia,COMBUSTION,21,21,62.6,21,34.5,21,39.5,,,,,,,,,,,0.0,137.0
University of Queensland,Australia,COMBUSTION,22,16,68.6,15,43.4,,,,,,,,,,,,,0.0,112.0
