name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Technische Universität Graz,Austria,COMBUSTION,1,20,66.0,8,59.5,8,109.0,1,75.0,5,70.9,10,58.8,1,325.0,1,100.0,-18.0,846.0
Monash University,Australia,COMBUSTION,2,12,80.0,1,75.0,1,150.0,8,39.1,8,60.0,8,66.5,3,278.4,2,40.9,0.0,790.0
University of Bath,United Kingdom,COMBUSTION,3,9,90.0,11,48.1,4,126.0,10,38.0,16,41.2,6,73.0,2,286.4,5,6.5,0.0,709.0
Fachhochschule Coburg,Germany,COMBUSTION,4,7,91.0,22,33.0,7,112.0,5,45.9,2,73.6,1,100.0,5,181.9,4,13.7,0.0,651.0
Technische Hochschule Ostwestfalen-Lippe,Germany,COMBUSTION,5,23,63.0,23,32.8,25,72.0,9,38.1,12,53.1,7,71.3,4,265.5,3,15.9,0.0,612.0
Universität Stuttgart,Germany,COMBUSTION,6,10,88.0,5,64.1,2,145.0,14,26.7,6,68.0,2,95.1,,,,,0.0,487.0
Ostbayerische Technische Hochschule Regensburg,Germany,COMBUSTION,7,17,75.0,6,61.3,3,130.0,6,44.8,1,75.0,5,74.7,,,,,0.0,461.0
Fachhochschule Joanneum Graz,Austria,COMBUSTION,8,3,95.0,9,57.8,5,125.0,7,43.4,9,57.2,11,56.9,,,,,0.0,435.0
Karlsruhe Institute of Technology,Germany,COMBUSTION,9,5,92.0,4,70.3,6,119.0,4,46.7,13,45.3,4,76.8,,,,,-15.0,435.0
UAS Würzburg-Schweinfurt,Germany,COMBUSTION,10,4,94.0,17,38.2,24,73.0,12,35.7,7,60.5,3,79.8,,,,,0.0,381.0
National Technical University of Athens,Greece,COMBUSTION,11,2,99.0,2,73.4,9,102.0,3,51.3,18,29.9,23,4.5,,,,,0.0,360.0
Oxford Brookes University,United Kingdom,COMBUSTION,12,11,81.0,3,72.2,10,100.0,2,52.7,11,53.2,17,46.8,,,,,-50.0,356.0
FH Campus Wien,Austria,COMBUSTION,13,18,74.0,19,36.2,27,59.0,,,,,19,42.6,6,132.6,,,0.0,344.0
AGH University of Science and Technology,Poland,COMBUSTION,14,25,62.0,21,35.8,12,96.0,16,13.7,4,71.3,15,49.6,8,25.0,,,-10.0,343.0
Technische Hochschule Mittelhessen,Germany,COMBUSTION,15,19,71.0,7,59.6,20,79.0,17,9.1,3,72.0,18,43.5,,,,,0.0,334.0
Otto-von-Guericke-Universität Magdeburg,Germany,COMBUSTION,16,14,78.0,23,32.8,28,53.0,,,,,20,39.4,7,122.4,6,5.8,0.0,331.0
Széchenyi István University,Hungary,COMBUSTION,17,27,57.0,15,42.1,13,94.0,13,31.4,15,42.0,16,49.2,,,,,0.0,316.0
Technion - Israel Institute of Technology,Israel,COMBUSTION,18,28,49.0,12,47.5,10,100.0,15,14.5,17,36.9,13,51.9,,,,,0.0,300.0
Fachhochschule Stralsund,Germany,COMBUSTION,19,7,91.0,14,46.1,19,81.0,19,3.5,10,56.2,21,15.1,,,,,0.0,293.0
Fachhochschule München,Germany,COMBUSTION,20,12,80.0,13,47.2,16,87.0,,,,,9,61.8,,,,,-10.0,266.0
The University of Akron,United States,COMBUSTION,21,16,76.0,18,36.5,15,88.0,,,,,14,51.8,,,,,0.0,252.0
Universität Kassel,Germany,COMBUSTION,22,21,65.0,26,30.4,17,83.0,11,37.0,,,12,55.9,,,,,-23.0,248.0
Dwarkadas. J. Sanghvi College of Engineering,India,COMBUSTION,23,1,100.0,16,41.1,17,83.0,,,,,23,4.5,,,,,-10.0,219.0
Hochschule für Angewandte Wissenschaften Hamburg,Germany,COMBUSTION,24,5,92.0,20,35.9,20,79.0,,,,,,,,,,,0.0,207.0
Fachhochschule Aachen,Germany,COMBUSTION,25,15,77.0,30,17.2,26,63.0,18,7.3,14,44.6,22,9.1,,,,,-31.0,187.0
Manipal Academy of Higher Education,India,COMBUSTION,26,21,65.0,25,30.9,14,92.0,,,,,23,4.5,,,,,-10.0,182.0
Hochschule Niederrhein,Germany,COMBUSTION,27,23,63.0,27,29.3,20,79.0,,,,,23,4.5,,,,,0.0,176.0
Technische Universität Dortmund,Germany,COMBUSTION,28,26,61.0,28,29.0,30,34.0,19,3.5,,,23,4.5,8,25.0,,,-5.0,152.0
University of Miskolc,Hungary,COMBUSTION,29,29,41.0,29,25.7,23,74.0,,,,,,,,,,,0.0,141.0
UAS Kempten,Germany,COMBUSTION,30,30,39.0,10,48.3,29,44.0,,,,,,,,,,,-72.0,59.0
