name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Monash University,Australia,COMBUSTION,1,3,78.3,1,50.0,1,200.0,6,37.4,1,75.0,1,100.0,1,396.8,,,0.0,938.0
Curtin University,Australia,COMBUSTION,2,15,59.7,20,29.0,2,183.0,5,38.1,3,63.7,3,74.8,2,306.0,,,0.0,754.0
University of Melbourne,Australia,COMBUSTION,3,8,66.0,15,34.1,12,157.0,2,45.2,8,47.2,6,70.5,4,265.7,,,0.0,686.0
University of Adelaide,Australia,COMBUSTION,4,13,61.5,16,33.2,4,177.0,3,38.7,6,50.2,14,45.4,5,258.2,,,0.0,664.0
University of Western Australia,Australia,COMBUSTION,5,18,57.8,19,29.1,10,159.0,12,31.8,,,5,71.9,3,296.4,,,0.0,646.0
University of Waikato,New Zealand,COMBUSTION,6,5,69.4,8,37.0,6,171.0,4,38.5,7,48.3,12,47.6,8,197.3,,,0.0,609.0
University of Queensland,Australia,COMBUSTION,7,4,77.4,5,40.4,11,158.0,1,50.0,12,36.7,10,54.3,11,183.0,,,0.0,600.0
University of Sydney,Australia,COMBUSTION,8,12,61.9,12,36.1,17,149.0,10,34.3,4,52.3,13,46.0,7,200.8,,,0.0,580.0
"University of Technology, Sydney",Australia,COMBUSTION,9,10,65.0,6,38.7,7,166.0,8,35.0,14,31.5,19,30.5,10,185.0,,,0.0,552.0
RMIT University,Australia,ELECTRIC,10,2,79.5,3,42.0,13,155.0,17,11.1,16,13.0,8,61.1,12,158.0,,,0.0,520.0
University of New South Wales - Australian Defence Force Academy,Australia,COMBUSTION,11,10,65.0,18,30.7,19,140.0,18,2.5,17,3.5,17,37.6,6,211.7,,,0.0,491.0
University of Canterbury,New Zealand,COMBUSTION,12,23,6.0,17,32.9,16,150.0,15,30.3,13,33.0,15,43.6,9,195.2,,,0.0,491.0
University of Auckland,New Zealand,COMBUSTION,13,6,69.1,7,38.4,2,183.0,9,34.7,2,64.2,2,82.9,,,,,0.0,472.0
University of New South Wales,Australia,COMBUSTION,14,1,83.3,14,34.4,8,163.0,7,36.7,11,38.7,11,50.4,,,,,0.0,407.0
RMIT University,Australia,COMBUSTION,15,21,52.4,4,40.8,9,160.0,16,27.6,9,43.2,4,73.3,,,,,0.0,397.0
Tokyo Denki University,Japan,COMBUSTION,16,14,60.6,21,28.1,13,155.0,11,32.7,5,51.0,7,63.3,,,,,0.0,391.0
University of Warwick,United Kingdom,COMBUSTION,17,19,53.7,13,35.0,22,90.0,18,2.5,15,19.8,20,13.1,13,149.2,,,0.0,363.0
Swinburne University of Technology,Australia,ELECTRIC,18,17,58.4,8,37.0,15,151.0,13,31.2,10,40.4,16,38.8,,,,,0.0,357.0
University of Wollongong,Australia,COMBUSTION,19,7,68.5,2,44.5,5,175.0,,,,,9,55.8,,,,,0.0,344.0
University of South Australia,Australia,COMBUSTION,20,20,53.6,11,36.2,20,115.0,14,30.7,,,18,31.0,14,33.0,,,0.0,300.0
Queensland University of Technology,Australia,COMBUSTION,21,16,58.6,10,36.9,18,143.0,,,,,,,,,,,0.0,238.0
"Victoria University, Australia",Australia,COMBUSTION,22,9,65.5,22,21.0,21,99.0,,,,,,,,,,,0.0,186.0
University of Western Australia,Australia,ELECTRIC,23,22,25.8,23,6.3,22,90.0,,,,,,,,,,,0.0,122.0
