name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Fachhochschule Joanneum Graz,Austria,COMBUSTION,1,4,94.0,8,64.7,2,140.0,4,61.8,2,64.0,4,92.5,1,325.0,7,42.5,0.0,884.0
Technische Universität Graz,Austria,COMBUSTION,2,8,84.7,3,72.0,5,123.3,5,60.3,1,75.0,2,99.1,4,232.3,1,100.0,0.0,847.0
University of Applied Sciences Ravensburg-Weingarten,Germany,COMBUSTION,3,14,74.3,7,67.2,11,109.9,1,75.0,4,57.2,5,88.3,2,300.2,9,12.9,-20.0,765.0
Hochschule Esslingen,Germany,COMBUSTION,4,3,95.0,4,69.9,1,150.0,7,58.0,3,58.7,9,73.3,6,194.0,3,61.8,0.0,761.0
Universitat Politécnica de Valéncia,Spain,COMBUSTION,5,17,70.2,20,52.0,16,98.9,2,64.3,12,44.3,3,96.5,3,240.1,4,58.0,-10.0,714.0
Universität Paderborn,Germany,COMBUSTION,6,18,69.2,6,68.6,17,94.0,15,39.7,17,28.8,20,4.5,5,204.5,2,90.2,0.0,600.0
Fachhochschule Konstanz,Germany,COMBUSTION,7,12,79.5,31,35.4,15,101.0,10,47.7,16,35.8,11,58.9,8,132.8,10,1.7,0.0,493.0
Universität Stuttgart,Germany,COMBUSTION,8,16,71.3,9,63.9,6,121.0,8,56.9,5,56.6,1,100.0,,,,,-10.0,460.0
National Technical University of Athens,Greece,COMBUSTION,9,8,84.7,5,69.5,3,135.0,13,43.0,,,6,86.6,,,,,0.0,419.0
University of Oulu,Finland,COMBUSTION,10,26,58.9,19,53.4,29,52.3,6,59.8,19,22.6,20,4.5,9,111.2,5,53.1,0.0,416.0
The University of Akron,United States,COMBUSTION,11,27,56.8,11,62.9,8,113.6,10,47.7,6,50.7,7,81.8,,,,,0.0,414.0
GFR DHBW Ravensburg & Oregon State University,Bermuda,COMBUSTION,12,11,81.6,10,63.1,18,92.4,12,46.4,7,49.2,8,75.5,,,,,0.0,408.0
Fachhochschule Stralsund,Germany,COMBUSTION,13,21,66.1,27,43.3,25,73.7,9,47.9,23,8.2,18,9.6,7,154.7,,,0.0,404.0
Ostbayerische Technische Hochschule Regensburg,Germany,COMBUSTION,14,22,64.0,12,61.7,14,103.1,3,62.6,11,45.5,10,59.1,,,,,0.0,396.0
Fachhochschule Coburg,Germany,COMBUSTION,15,2,99.0,13,59.7,12,105.1,,,10,46.8,12,56.9,,,,,0.0,368.0
Technische Universität Berlin,Germany,COMBUSTION,16,1,100.0,18,53.8,13,104.5,,,8,48.6,14,46.6,,,,,0.0,354.0
FH Campus Wien,Austria,COMBUSTION,17,10,83.6,15,59.1,23,76.6,,,22,9.0,20,4.5,10,70.2,6,46.5,-10.0,340.0
Hochschule für Angewandte Wissenschaften Hamburg,Germany,COMBUSTION,18,13,78.5,17,54.7,4,130.0,19,3.5,18,24.0,,,,,,,0.0,291.0
Hochschule Niederrhein,Germany,COMBUSTION,19,31,44.4,22,49.8,20,83.5,14,40.6,15,42.2,16,14.3,,,,,0.0,275.0
Loughborough University,United Kingdom,COMBUSTION,20,19,67.1,26,46.1,19,89.2,17,32.6,14,43.8,20,4.5,,,,,-25.0,258.0
Technion - Israel Institute of Technology,Israel,COMBUSTION,21,6,85.7,24,48.4,21,83.2,18,30.4,21,18.1,20,4.5,,,,,-20.0,250.0
Oxford Brookes University,United Kingdom,COMBUSTION,22,6,85.7,1,75.0,10,110.1,,,,,,,,,,,-25.0,246.0
Hochschule Hannover,Germany,COMBUSTION,23,33,41.3,34,21.9,24,73.9,,,9,48.2,20,4.5,11,43.1,8,30.6,-20.0,243.0
Technische Universität Darmstadt,Germany,COMBUSTION,24,24,62.0,25,46.9,22,76.9,,,,,13,53.0,,,,,0.0,239.0
Smt. Kashibai Navale College of Engineering,India,COMBUSTION,25,4,94.0,16,58.8,26,67.5,19,3.5,20,19.7,20,4.5,,,,,-10.0,238.0
Fachhochschule München,Germany,COMBUSTION,26,15,73.3,23,49.5,9,112.0,,,,,,,,,,,-10.0,225.0
University of Bath,United Kingdom,COMBUSTION,27,19,67.1,14,59.5,7,119.8,,,,,18,9.6,,,,,-40.0,216.0
UAS Kempten,Germany,COMBUSTION,28,29,54.7,2,73.0,27,58.2,,,,,20,4.5,,,,,0.0,190.0
Aalborg University,Denmark,COMBUSTION,29,25,60.9,30,39.3,31,46.7,16,37.5,13,44.0,15,19.2,,,,,-60.0,188.0
Hochschule Heilbronn,Germany,COMBUSTION,30,22,64.0,21,50.9,32,41.1,,,,,17,10.2,,,,,-20.0,146.0
Technische Universität Dortmund,Germany,COMBUSTION,31,28,55.8,32,31.3,33,30.0,,,,,,,,,,,0.0,117.0
Fachhochschule Aachen,Germany,COMBUSTION,32,32,42.3,28,41.3,28,57.0,,,,,20,4.5,,,,,-40.0,105.0
Technische Hochschule Lübeck,Germany,COMBUSTION,33,34,39.2,29,41.1,34,29.5,,,,,20,4.5,,,,,-10.0,104.0
Ruhr-Universität Bochum,Germany,COMBUSTION,34,30,47.5,33,28.7,30,48.5,,,,,,,,,,,-71.0,54.0
