name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Fachhochschule München,Germany,ELECTRIC,1,5,77.2,1,75.0,2,123.0,6,57.6,2,72.2,1,100.0,1,325.0,6,75.8,0.0,906.0
Leibniz Universität Hannover,Germany,ELECTRIC,2,6,76.6,11,53.5,7,103.0,2,64.7,9,55.8,4,88.4,2,248.8,7,74.1,0.0,765.0
Technische Universität Bergakademie Freiberg,Germany,ELECTRIC,3,1,92.0,2,74.0,4,113.0,9,49.9,1,75.0,5,76.4,5,172.6,4,79.1,0.0,732.0
Fachhochschule Kiel,Germany,ELECTRIC,4,13,58.3,9,55.6,10,91.0,5,58.8,3,62.3,7,61.7,3,237.0,2,83.8,0.0,708.0
Ostbayerische Technische Hochschule Regensburg,Germany,ELECTRIC,5,2,88.0,4,72.0,11,90.0,3,64.1,6,57.4,8,56.2,6,172.1,8,65.6,0.0,665.0
Universität Siegen,Germany,ELECTRIC,6,11,67.0,12,49.4,14,74.0,4,63.1,9,55.8,11,34.1,7,164.7,2,83.8,0.0,592.0
Deggendorf Institute of Technology,Germany,ELECTRIC,7,14,48.4,10,54.6,5,111.0,12,19.9,4,60.7,12,28.9,4,176.5,5,76.5,0.0,576.0
Technische Universiteit Eindhoven,Netherlands,ELECTRIC,8,4,82.3,3,73.0,1,127.0,1,75.0,8,56.3,3,94.0,,,,,0.0,508.0
Barcelona School of Industrial Engineering - ETSEIB - UPC,Spain,ELECTRIC,9,3,86.4,5,71.0,6,109.0,14,3.5,5,59.6,13,26.7,,,1,100.0,0.0,456.0
Technische Hochschule Köln,Germany,ELECTRIC,10,8,74.4,13,47.4,16,59.0,8,50.4,7,56.9,2,95.7,,,,,0.0,384.0
University of the Basque Country,Spain,ELECTRIC,11,12,61.7,7,57.7,13,84.0,13,14.6,12,49.9,10,38.8,,,9,54.3,0.0,361.0
Hochschule RheinMain,Germany,ELECTRIC,12,15,45.0,16,30.4,9,96.0,10,42.0,13,48.6,9,43.7,,,,,0.0,306.0
Hochschule Esslingen,Germany,ELECTRIC,13,,,15,44.4,8,98.0,7,51.0,14,43.5,6,63.3,,,,,0.0,300.0
Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,Germany,ELECTRIC,14,7,76.5,8,56.6,12,85.0,11,26.0,11,54.7,,,,,,,0.0,299.0
Universidade de Lisboa - Instituto Superior Técnico,Portugal,ELECTRIC,15,9,73.0,14,46.3,3,117.0,,,,,,,,,,,0.0,236.0
TECNUN - University of Navarra,Spain,ELECTRIC,16,10,68.7,6,58.7,15,73.0,,,,,,,,,,,0.0,200.0
