name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Monash University,Australia,COMBUSTION,1,3,73.0,1,75.0,1,144.0,9,49.0,1,75.0,1,100.0,1,325.0,6,74.0,0.0,916.0
Edith Cowan University,Australia,COMBUSTION,2,7,64.0,6,61.0,2,139.0,1,75.0,2,74.0,3,85.0,2,321.0,7,60.0,0.0,881.0
University of Auckland,New Zealand,COMBUSTION,3,5,69.0,3,65.0,3,134.0,3,54.0,3,72.0,6,78.0,4,277.0,2,117.0,0.0,871.0
University of Melbourne,Australia,COMBUSTION,4,6,65.0,9,54.0,6,128.0,7,51.0,4,58.0,4,80.0,3,294.0,11,36.0,0.0,770.0
University of Queensland,Australia,COMBUSTION,5,4,71.0,12,50.0,9,120.0,2,64.0,6,57.0,8,64.0,8,219.0,4,81.0,0.0,728.0
Curtin University,Australia,COMBUSTION,6,7,64.0,12,50.0,4,132.0,3,54.0,9,49.0,2,89.0,5,258.0,12,25.0,0.0,723.0
RMIT University,Australia,ELECTRIC,7,15,58.0,5,63.0,15,114.0,17,24.0,16,31.0,11,59.0,7,222.0,1,125.0,0.0,697.0
RMIT University,Australia,COMBUSTION,8,14,59.0,11,51.0,12,117.0,3,54.0,11,41.0,7,68.0,6,245.0,7,60.0,0.0,696.0
University of Sydney,Australia,COMBUSTION,9,7,64.0,10,53.0,10,119.0,11,39.0,8,55.0,12,54.0,9,213.0,9,50.0,0.0,650.0
University of Wollongong,Australia,COMBUSTION,10,13,60.0,19,40.0,13,115.0,12,38.0,14,32.0,4,80.0,10,133.0,13,5.0,0.0,505.0
Swinburne University of Technology,Australia,ELECTRIC,11,12,62.0,3,65.0,5,129.0,14,35.0,10,44.0,15,45.0,15,18.0,5,78.0,0.0,479.0
University of Waikato,New Zealand,COMBUSTION,12,17,57.0,7,59.0,15,114.0,8,50.0,14,32.0,10,60.0,12,85.0,,,0.0,459.0
Tokyo Denki University,Japan,COMBUSTION,13,1,83.0,22,25.0,19,103.0,15,29.0,4,58.0,16,43.0,14,50.0,10,43.0,0.0,438.0
University of Tasmania,Australia,COMBUSTION,14,21,43.0,20,37.0,11,118.0,19,5.0,18,12.0,,,11,122.0,3,90.0,0.0,429.0
University of Adelaide,Australia,COMBUSTION,15,15,58.0,7,59.0,7,127.0,3,54.0,12,39.0,18,20.0,13,57.0,,,0.0,418.0
University of Canterbury,New Zealand,COMBUSTION,16,10,63.0,2,66.0,8,124.0,18,12.0,6,57.0,8,64.0,,,,,0.0,388.0
Tokai University,Japan,COMBUSTION,17,20,50.0,14,49.0,17,108.0,10,42.0,12,39.0,13,51.0,,,,,0.0,340.0
The University of Newcastle,Australia,COMBUSTION,18,18,56.0,16,46.0,21,93.0,12,38.0,17,21.0,14,47.0,,,,,0.0,304.0
Warsaw University of Technology,Poland,COMBUSTION,19,10,63.0,15,47.0,20,98.0,16,26.0,19,3.0,,,,,,,0.0,238.0
Sophia University,Japan,COMBUSTION,20,19,51.0,21,36.0,17,108.0,,,,,17,40.0,,,,,0.0,237.0
University of New South Wales,Australia,COMBUSTION,21,2,76.0,17,45.0,13,115.0,,,,,,,,,,,0.0,237.0
James Cook University,Australia,COMBUSTION,22,,,17,45.0,22,79.0,,,,,,,,,,,0.0,124.0
