name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
ETH Zürich,Switzerland,ELECTRIC,1,4,80.0,2,72.5,1,150.0,1,75.0,4,69.4,1,100.0,1,325.0,12,61.4,0.0,933.0
Universität Stuttgart,Germany,ELECTRIC,2,11,71.8,11,45.2,4,129.8,2,69.4,2,71.5,1,100.0,2,317.3,11,63.3,0.0,868.0
GFR DHBW Ravensburg & Oregon State University,Bermuda,ELECTRIC,3,6,77.8,8,58.2,7,123.0,6,50.3,8,55.7,4,87.0,3,246.8,15,47.8,0.0,747.0
Norwegian University of Science and Technology,Norway,ELECTRIC,4,16,46.4,9,56.6,5,128.0,12,32.5,6,62.5,7,76.3,5,184.8,5,71.8,0.0,659.0
Technical University of Munich,Germany,ELECTRIC,5,7,75.2,11,45.2,3,131.4,5,63.4,1,75.0,,,4,218.8,13,57.8,-20.0,647.0
Rheinisch-Westfälische Technische Hochschule Aachen,Germany,ELECTRIC,6,9,71.9,1,75.0,12,104.1,10,40.1,5,66.9,11,67.3,8,143.5,6,71.3,0.0,640.0
Universität Bayreuth,Germany,ELECTRIC,7,12,69.2,3,70.0,13,97.0,9,40.7,17,10.6,8,75.0,6,183.8,4,86.8,0.0,633.0
Technische Universität Wien,Austria,ELECTRIC,8,8,73.3,14,39.8,8,119.5,16,19.2,10,54.1,9,73.8,9,124.7,3,90.8,0.0,595.0
TU Delft,Netherlands,ELECTRIC,9,3,80.5,7,60.5,2,134.7,3,68.8,3,70.1,3,97.8,16,14.0,14,53.6,0.0,580.0
Fachhochschule München,Germany,ELECTRIC,10,2,87.1,4,68.1,9,117.3,4,67.3,7,56.7,5,81.5,16,14.0,9,66.3,0.0,558.0
Universität Siegen,Germany,ELECTRIC,11,5,79.9,16,32.1,17,83.6,17,3.5,15,34.3,15,58.8,7,156.0,8,66.5,0.0,515.0
Université Laval,Canada,ELECTRIC,12,15,65.0,15,32.9,11,112.0,14,25.8,11,49.7,13,63.0,11,46.1,2,94.4,0.0,489.0
Helsinki Metropolia University of Applied Sciences,Finland,ELECTRIC,13,9,71.9,18,24.5,15,90.5,15,20.7,9,55.1,10,71.6,13,21.0,1,100.0,0.0,455.0
Technische Hochschule Augsburg,Germany,ELECTRIC,14,13,68.3,6,62.0,16,88.9,8,41.0,12,49.0,14,60.4,14,16.0,10,65.7,0.0,451.0
Deggendorf Institute of Technology,Germany,ELECTRIC,15,13,68.3,13,42.1,18,66.1,13,28.1,14,37.0,12,64.7,10,54.7,7,68.3,0.0,429.0
Technische Universiteit Eindhoven,Netherlands,ELECTRIC,16,1,87.3,5,62.8,10,117.2,7,50.2,16,16.0,16,58.4,12,22.0,,,0.0,414.0
Hochschule Bonn-Rhein-Sieg,Germany,ELECTRIC,17,18,36.0,10,51.3,6,125.6,11,33.3,13,47.0,6,80.5,15,15.0,,,0.0,389.0
Politecnico di Torino,Italy,ELECTRIC,18,17,43.4,17,30.6,14,93.7,,,,,17,51.7,18,11.0,,,0.0,230.0
