name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
University of Wollongong,Australia,COMBUSTION,1,7,67.71,3,72.6,1,150.0,1,75.0,1,50.0,1,150.0,1,382.23,,,0.0,948.0
University of Western Australia,Australia,COMBUSTION,2,6,68.99,7,67.47,2,143.0,12,48.92,3,45.32,3,145.94,2,370.64,,,0.0,890.0
Rochester Institute of Technology,United States,COMBUSTION,3,2,77.86,8,66.78,8,115.0,2,66.8,2,46.47,5,136.28,4,359.42,,,0.0,869.0
University of Sydney,Australia,COMBUSTION,4,4,71.23,6,68.49,10,108.0,3,63.86,12,20.08,4,138.15,5,299.68,,,0.0,770.0
Swinburne University of Technology,Australia,COMBUSTION,5,8,60.14,4,72.09,2,143.0,13,42.33,6,40.27,9,100.04,6,253.02,,,0.0,711.0
University of Melbourne,Australia,COMBUSTION,6,10,57.97,11,60.79,16,78.0,,,,,6,115.55,3,363.69,,,0.0,676.0
Australian National University,Australia,COMBUSTION,7,12,57.26,16,53.25,7,120.0,9,56.37,9,32.84,7,106.85,7,246.23,,,0.0,673.0
Fachhochschule Stralsund,Germany,COMBUSTION,8,1,85.5,5,69.86,11,96.0,3,63.86,4,45.03,8,100.41,8,203.59,,,0.0,664.0
University of Adelaide,Australia,COMBUSTION,9,5,69.76,1,75.0,15,88.0,8,57.74,11,30.31,11,72.34,10,199.67,,,0.0,593.0
University of Queensland,Australia,COMBUSTION,10,9,58.83,17,41.27,13,90.0,7,58.66,8,33.1,14,34.36,9,201.72,,,0.0,518.0
Monash University,Australia,COMBUSTION,11,13,57.0,2,74.66,5,126.0,5,61.47,10,31.82,2,149.14,,,,,0.0,500.0
University of Tasmania,Australia,COMBUSTION,12,3,74.79,9,64.73,13,90.0,5,61.47,7,39.18,12,64.32,12,86.96,,,0.0,481.0
RMIT University,Australia,COMBUSTION,13,15,40.9,10,63.01,2,143.0,11,51.49,5,43.61,10,99.85,,,,,0.0,442.0
University of South Australia,Australia,COMBUSTION,14,14,50.01,13,56.16,12,91.0,14,13.61,14,19.85,15,15.13,11,185.44,,,0.0,431.0
University of New South Wales,Australia,COMBUSTION,15,11,57.66,14,55.48,6,123.0,10,54.13,12,20.08,13,60.3,,,,,0.0,371.0
Tokyo Denki University,Japan,COMBUSTION,16,16,33.0,12,56.68,9,113.0,,,,,,,,,,,0.0,203.0
Deakin University,Australia,COMBUSTION,17,17,24.0,14,55.48,17,66.0,,,,,,,,,,,0.0,145.0
"University of Technology, Sydney",Australia,COMBUSTION,18,18,14.76,,,,,,,,,,,,,,,0.0,15.0
