name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Universität Stuttgart,Germany,COMBUSTION,1,35,62.9,4,71.1,8,131.0,4,73.6,11,41.5,1,150.0,10,261.3,,,0.0,792.0
TU Delft,Netherlands,COMBUSTION,2,9,75.1,6,67.9,1,147.0,7,69.4,9,41.8,5,118.7,7,266.3,,,0.0,786.0
ETH Zürich,Switzerland,COMBUSTION,3,37,61.6,56,39.7,21,115.0,6,70.9,8,41.9,4,119.1,4,328.1,,,-10.0,766.0
University of Bath,United Kingdom,COMBUSTION,4,1,90.8,2,72.8,23,112.0,27,54.4,21,32.5,12,104.6,13,253.2,,,-5.0,715.0
Helsinki Metropolia University of Applied Sciences,Finland,COMBUSTION,5,62,48.3,41,47.9,2,145.0,17,63.0,3,47.5,11,106.1,11,260.4,,,-4.0,714.0
Brunel University London,United Kingdom,COMBUSTION,6,32,63.1,18,58.4,34,87.0,15,65.4,23,30.6,32,57.5,1,355.7,,,-4.0,714.0
Westsächsische Hochschule Zwickau,Germany,COMBUSTION,7,16,71.0,24,54.8,3,144.0,27,54.4,24,30.4,3,124.9,21,221.2,,,-2.0,699.0
Technische Universität Wien,Austria,COMBUSTION,8,26,66.8,16,59.4,4,143.0,23,58.3,30,24.9,27,63.0,6,286.0,,,-7.0,694.0
Karlsruhe Institute of Technology,Germany,COMBUSTION,9,28,66.0,1,75.0,14,123.0,8,68.9,12,40.5,15,91.8,19,228.6,,,0.0,694.0
University of Wales Trinity Saint David,United Kingdom,COMBUSTION,10,25,67.4,15,60.5,29,99.0,11,66.9,14,38.7,20,80.1,9,261.5,,,-7.0,667.0
Fachhochschule Kiel,Germany,COMBUSTION,11,31,64.0,45,46.6,26,108.0,1,75.0,5,44.6,18,80.8,15,245.1,,,-2.0,662.0
Loughborough University,United Kingdom,COMBUSTION,12,36,61.9,17,59.3,18,118.0,18,62.6,10,41.7,13,102.0,23,193.1,,,-2.0,637.0
University Of Hertfordshire,United Kingdom,COMBUSTION,13,58,49.0,26,53.6,16,122.0,2,74.6,2,49.4,9,110.5,27,175.2,,,0.0,634.0
Swansea University,United Kingdom,COMBUSTION,14,64,48.0,60,37.6,48,72.0,22,60.0,38,14.8,30,60.8,3,332.1,,,-2.0,623.0
Chalmers University of Technology,Sweden,COMBUSTION,15,18,70.8,37,50.0,46,74.0,30,52.1,26,28.8,28,61.1,12,253.6,,,0.0,590.0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,COMBUSTION,16,38,61.0,30,51.8,56,49.0,40,32.6,41,8.0,31,60.2,5,324.6,,,-2.0,585.0
