name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
TU Delft,Netherlands,COMBUSTION,1,12,80.12,8,69.43,9,100.0,14,59.3,39,32.71,1,100.0,1,325.0,1,100.0,0.0,867.0
University of Michigan - Ann Arbor,United States,COMBUSTION,2,48,63.92,40,54.44,5,125.0,1,75.0,6,56.96,3,96.78,2,287.6,20,55.18,0.0,815.0
Westsächsische Hochschule Zwickau,Germany,COMBUSTION,3,31,71.1,3,73.0,7,115.0,9,62.32,1,75.0,9,84.08,6,241.95,21,54.43,0.0,777.0
Technische Universität Darmstadt,Germany,COMBUSTION,4,15,79.38,5,70.0,9,100.0,19,56.56,12,51.91,6,89.3,5,255.73,4,80.6,-10.0,773.0
Rochester Institute of Technology,United States,COMBUSTION,5,10,81.01,16,64.02,18,90.0,12,61.1,8,53.98,7,87.08,4,258.59,12,64.44,0.0,760.0
Politecnico di Torino,Italy,COMBUSTION,6,28,73.36,4,72.0,18,90.0,7,63.29,21,42.48,4,90.73,3,274.46,23,49.57,0.0,756.0
Technical University of Munich,Germany,COMBUSTION,7,17,79.1,15,64.12,3,135.0,2,70.41,10,52.53,8,84.12,12,190.07,9,68.06,0.0,743.0
University of Oklahoma,United States,COMBUSTION,8,20,76.96,21,60.51,18,90.0,25,51.2,2,68.54,11,78.05,8,219.38,3,80.69,0.0,725.0
Technische Universität Bergakademie Freiberg,Germany,COMBUSTION,9,45,65.23,1,75.0,9,100.0,20,56.37,36,33.36,26,64.68,7,228.08,15,61.71,0.0,684.0
Fachhochschule Stralsund,Germany,COMBUSTION,10,2,84.84,36,55.77,18,90.0,8,62.67,3,62.03,15,75.18,11,195.68,18,57.19,0.0,683.0
Hochschule Esslingen,Germany,COMBUSTION,11,44,65.3,25,59.76,36,75.0,10,61.81,29,35.68,22,69.93,9,204.34,11,67.3,0.0,639.0
Hochschule RheinMain,Germany,COMBUSTION,12,53,58.0,70,37.56,8,110.0,16,58.27,18,46.75,20,71.33,13,182.53,27,43.02,0.0,607.0
Fachhochschule Osnabrück,Germany,COMBUSTION,13,47,63.97,29,58.62,47,60.0,17,57.58,43,28.13,18,73.26,10,196.36,13,64.42,0.0,602.0
Technische Universität Braunschweig,Germany,COMBUSTION,14,46,64.26,13,64.31,14,95.0,47,38.37,28,39.36,46,43.41,14,161.23,16,59.17,0.0,565.0
Universität Stuttgart,Germany,COMBUSTION,15,4,82.97,27,59.38,2,140.0,6,65.16,27,39.55,10,82.37,,,7,75.3,0.0,545.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,COMBUSTION,16,5,82.96,43,54.07,14,95.0,22,55.22,4,60.64,39,53.87,25,59.36,2,82.84,-20.0,524.0
Helmut Schmidt Universität / Universität der Bundeswehr Hamburg,Germany,COMBUSTION,17,61,44.0,13,64.31,54,55.0,43,44.08,16,47.05,56,27.65,15,155.64,14,63.9,0.0,502.0
Czech Technical University in Prague,Czech Republic,COMBUSTION,18,49,63.23,33,57.29,41,65.0,36,48.58,19,45.15,28,63.42,16,128.11,24,48.52,-20.0,499.0
GFR DHBW Ravensburg & Oregon State University,Bermuda,COMBUSTION,19,16,79.27,6,69.81,1,150.0,3,68.94,11,52.04,2,97.56,,,,,-20.0,498.0
École de Technologie Superieure,Canada,COMBUSTION,20,24,75.36,9,69.24,14,95.0,53,28.74,14,51.07,40,53.52,26,55.07,8,73.63,-20.0,482.0
Ostfalia University of Applied Sciences,Germany,COMBUSTION,21,40,67.05,19,61.84,9,100.0,23,55.12,50,14.91,44,45.82,21,102.12,30,26.69,0.0,474.0
Universität Siegen,Germany,COMBUSTION,22,50,62.98,56,48.56,47,60.0,41,44.6,23,40.53,50,36.02,18,121.4,19,56.63,0.0,471.0
Technische Universität Graz,Austria,COMBUSTION,23,37,68.73,17,63.74,4,130.0,4,68.29,26,39.74,5,90.29,,,,,0.0,461.0
Fachhochschule Coburg,Germany,COMBUSTION,24,35,70.27,60,44.39,30,85.0,18,57.29,38,32.77,41,53.4,27,52.06,22,52.33,0.0,448.0
University of Birmingham,United Kingdom,COMBUSTION,25,7,82.66,22,60.33,33,80.0,13,59.85,57,6.22,12,77.68,,,6,75.49,0.0,442.0
Helsinki Metropolia University of Applied Sciences,Finland,COMBUSTION,26,57,51.87,43,54.07,18,90.0,32,49.3,17,46.98,17,74.8,,,10,67.83,0.0,435.0
