name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
ETH Zürich,Switzerland,ELECTRIC,1,4,70.64,2,74.0,1,150.0,2,70.92,1,75.0,1,100.0,2,304.94,8,83.96,0.0,929.0
Karlsruhe Institute of Technology,Germany,ELECTRIC,2,7,68.61,5,71.0,2,140.0,4,66.16,4,48.42,2,88.33,1,325.0,5,89.51,0.0,897.0
Technische Universität Bergakademie Freiberg,Germany,ELECTRIC,3,3,74.04,12,58.8,9,117.0,17,23.35,6,45.02,4,74.0,3,286.85,7,87.11,0.0,766.0
Universität Stuttgart,Germany,ELECTRIC,4,15,51.13,16,52.27,3,130.0,1,75.0,2,59.45,6,56.55,4,196.06,4,91.64,0.0,712.0
Technische Universität Darmstadt,Germany,ELECTRIC,5,11,61.01,4,72.0,7,119.0,9,37.94,3,51.41,8,50.57,6,136.29,3,96.4,0.0,625.0
Fachhochschule Osnabrück,Germany,ELECTRIC,6,8,65.43,13,56.93,14,102.0,11,30.66,11,29.44,9,46.98,5,180.21,6,87.5,0.0,599.0
Fachhochschule München,Germany,ELECTRIC,7,2,76.87,1,75.0,5,124.0,3,69.13,5,48.32,5,62.47,,,10,79.65,0.0,535.0
Technische Universiteit Eindhoven,Netherlands,ELECTRIC,8,6,70.22,9,60.67,4,126.0,5,47.64,9,33.46,7,50.84,7,44.4,2,98.47,0.0,532.0
Westsächsische Hochschule Zwickau,Germany,ELECTRIC,9,5,70.32,7,63.47,15,101.0,8,40.15,8,36.56,3,75.33,,,11,77.63,0.0,464.0
Hochschule RheinMain,Germany,ELECTRIC,10,10,61.31,24,41.07,21,92.0,15,27.81,12,28.26,13,6.22,,,1,100.0,0.0,357.0
Duale Hochschule Baden-Württemberg Stuttgart,Germany,ELECTRIC,11,24,33.08,6,64.4,12,109.0,10,37.06,14,24.71,14,4.5,,,9,82.48,0.0,355.0
Hochschule Bonn-Rhein-Sieg,Germany,ELECTRIC,12,17,47.0,8,61.6,13,103.0,7,43.72,13,28.05,10,45.77,,,,,0.0,329.0
Barcelona School of Industrial Engineering - ETSEIB - UPC,Spain,ELECTRIC,13,9,65.03,3,73.0,15,101.0,13,28.4,18,12.42,14,4.5,8,25.0,,,0.0,309.0
Escola Superior d,Spain,ELECTRIC,14,1,89.57,9,60.67,22,90.0,14,28.2,17,16.26,14,4.5,,,,,0.0,289.0
Hochschule Esslingen,Germany,ELECTRIC,15,19,45.53,25,40.13,6,122.0,12,29.28,15,23.3,14,4.5,,,,,0.0,265.0
Deggendorf Institute of Technology,Germany,ELECTRIC,16,18,45.7,19,48.53,20,93.0,18,18.98,7,39.22,14,4.5,,,,,0.0,250.0
University of the Basque Country,Spain,ELECTRIC,17,16,48.64,15,55.07,23,74.0,16,27.53,10,32.09,14,4.5,,,,,0.0,242.0
Universidade de Lisboa - Instituto Superior Técnico,Portugal,ELECTRIC,18,12,60.25,9,60.67,8,118.0,,,,,,,,,,,0.0,239.0
Universität Siegen,Germany,ELECTRIC,19,23,34.79,23,42.0,24,60.0,6,46.07,16,21.76,12,22.45,,,,,0.0,227.0
Leibniz Universität Hannover,Germany,ELECTRIC,20,21,40.49,13,56.93,18,99.0,,,,,11,27.83,,,,,0.0,224.0
Technische Hochschule Köln,Germany,ELECTRIC,21,27,29.0,22,43.87,19,94.0,19,12.26,19,11.46,,,8,25.0,,,0.0,216.0
Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,Germany,ELECTRIC,22,14,52.69,18,49.47,15,101.0,20,3.5,20,3.5,14,4.5,,,,,0.0,215.0
Tallinn TU UAS,Estonia,ELECTRIC,23,26,29.92,17,51.33,10,115.0,,,,,,,,,,,0.0,196.0
Technische Universität Braunschweig,Germany,ELECTRIC,24,22,38.08,29,25.2,11,113.0,,,,,,,,,,,0.0,176.0
Barcelona East School of Engineering - EEBE - UPC,Spain,ELECTRIC,25,20,41.11,27,37.33,24,60.0,,,,,,,,,,,0.0,138.0
TECNUN - University of Navarra,Spain,ELECTRIC,26,25,32.86,28,34.53,26,58.0,,,,,,,,,,,0.0,125.0
Universidad Politécnica de Cartagena,Spain,ELECTRIC,27,13,58.96,20,44.8,30,17.0,,,,,,,,,,,0.0,121.0
Moscow State Automobile & Road Technical University - MADI,Russia,ELECTRIC,28,30,10.5,20,44.8,27,52.0,,,,,,,,,,,0.0,107.0
Universität Duisburg-Essen,Germany,ELECTRIC,29,29,16.53,26,39.2,28,45.0,,,,,,,,,,,0.0,101.0
"Università degli Studi di Roma ""La Sapienza""",Italy,ELECTRIC,30,28,19.02,30,22.4,29,42.0,,,,,,,,,,,0.0,83.0
