name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Università degli studi di Padova,Italy,COMBUSTION,1,4,85.01,1,75.0,1,150.0,2,70.34,5,35.3,3,89.0,1,325.0,2,58.86,0.0,889.0
Alma Mater Studiorum - Università di Bologna,Italy,COMBUSTION,2,14,58.17,8,60.59,11,85.5,7,62.49,7,22.6,5,44.29,2,280.25,3,42.19,-60.0,596.0
The University of Akron,United States,COMBUSTION,3,3,85.51,15,40.79,12,81.1,6,62.86,3,51.47,,,3,136.65,1,100.0,0.0,558.0
Hochschule Karlsruhe,Germany,COMBUSTION,4,1,100.0,6,61.79,2,140.0,9,56.61,1,75.0,2,90.32,,,,,0.0,524.0
Universität Stuttgart,Germany,COMBUSTION,5,6,84.05,4,70.0,8,105.0,1,75.0,2,58.05,1,100.0,,,,,0.0,492.0
Universitat Politécnica de Valéncia,Spain,COMBUSTION,6,4,85.01,3,71.0,5,118.0,8,59.44,4,48.69,7,33.53,4,72.47,4,14.64,-20.0,483.0
Széchenyi István University,Hungary,COMBUSTION,7,8,78.97,14,41.52,7,106.5,4,65.93,6,25.27,4,82.69,,,,,0.0,401.0
University of Thessaly,Greece,COMBUSTION,8,2,93.56,5,69.84,3,135.0,10,52.32,8,3.5,8,18.45,,,,,0.0,373.0
Budapest University of Technology and Economics,Hungary,COMBUSTION,9,7,83.5,7,61.47,4,130.0,5,64.67,,,6,38.26,,,,,-10.0,368.0
University of West Attica,Greece,COMBUSTION,10,10,70.93,11,54.39,6,109.5,12,3.5,,,,,5,25.0,,,0.0,263.0
VŠB - Technical University of Ostrava,Czech Republic,COMBUSTION,11,9,74.46,13,42.48,9,89.0,3,66.41,,,,,,,,,-35.0,237.0
VIT University - Vellore,India,COMBUSTION,12,12,67.43,2,74.0,18,54.0,,,,,,,,,,,0.0,195.0
Technische Hochschule Lübeck,Germany,COMBUSTION,13,16,46.33,12,52.14,13,75.3,11,22.53,,,,,,,,,-10.0,186.0
Manipal Academy of Higher Education,India,COMBUSTION,14,15,54.85,10,57.21,14,73.0,,,,,,,,,,,0.0,185.0
ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),France,COMBUSTION,15,13,58.18,16,37.98,10,88.0,,,,,,,,,,,-60.0,124.0
Warsaw University of Technology,Poland,COMBUSTION,16,18,24.65,17,37.33,17,60.0,,,,,,,,,,,-10.0,112.0
TAMK University of Applied Sciences,Finland,COMBUSTION,17,11,70.44,9,59.62,16,64.5,,,,,,,,,,,-170.0,25.0
Universidad Rey Juan Carlos,Spain,COMBUSTION,18,17,31.52,18,32.83,15,67.5,,,,,,,,,,,-120.0,12.0
