name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
TU Delft,Netherlands,ELECTRIC,1,9,79.5,2,74.0,14,105.0,1,75.0,,,2,91.7,1,325.0,3,93.7,0.0,844.0
ETH Zürich,Switzerland,ELECTRIC,2,3,82.5,3,73.0,1,150.0,2,74.7,8,56.9,21,4.5,2,307.6,10,85.1,0.0,834.0
Karlsruhe Institute of Technology,Germany,ELECTRIC,3,15,69.5,8,62.7,2,140.0,3,65.1,7,57.0,1,100.0,7,172.8,6,92.2,0.0,759.0
Westsächsische Hochschule Zwickau,Germany,ELECTRIC,4,5,81.6,1,75.0,4,134.0,10,38.4,12,50.7,4,76.0,6,175.5,1,100.0,0.0,731.0
Technische Universität Dresden,Germany,ELECTRIC,5,34,48.2,25,49.4,10,120.0,5,60.6,2,73.3,10,48.5,5,177.3,5,92.9,0.0,670.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,ELECTRIC,6,6,81.2,17,55.3,18,100.0,18,27.8,13,49.5,8,58.0,4,186.7,11,82.6,0.0,641.0
Leibniz Universität Hannover,Germany,ELECTRIC,7,37,46.6,9,61.0,14,105.0,,,10,54.4,11,48.4,3,208.0,13,77.1,0.0,600.0
Fachhochschule München,Germany,ELECTRIC,8,7,80.5,25,49.4,11,115.0,12,34.9,,,12,45.2,8,172.4,7,91.5,0.0,589.0
Deggendorf Institute of Technology,Germany,ELECTRIC,9,8,80.4,13,57.8,18,100.0,20,3.5,4,67.7,19,12.9,10,136.3,9,85.8,0.0,544.0
University of Southern Denmark,Denmark,ELECTRIC,10,2,83.5,10,58.7,18,100.0,,,18,39.3,15,20.6,9,144.3,4,93.2,0.0,540.0
Technical University of Munich,Germany,ELECTRIC,11,27,58.6,15,55.8,5,130.0,17,28.8,6,62.1,3,87.1,,,14,69.2,0.0,492.0
Universität Bayreuth,Germany,ELECTRIC,12,34,48.2,4,70.0,8,125.0,7,51.0,15,48.1,16,20.3,,,12,79.8,0.0,442.0
Fachhochschule Kiel,Germany,ELECTRIC,13,24,61.1,40,11.1,14,105.0,9,38.9,11,54.1,13,38.2,,,8,88.2,0.0,397.0
Duale Hochschule Baden-Württemberg Stuttgart,Germany,ELECTRIC,14,26,60.4,18,54.6,12,110.0,13,34.8,3,67.9,6,63.6,,,,,0.0,391.0
