name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
University of Sheffield,United Kingdom,COMBUSTION,1,5,108.4,16,65.5,1,160.0,,,,,1,100.0,1,250.0,3,70.0,0.0,754.0
Staffordshire University,United Kingdom,COMBUSTION,2,10,87.3,21,60.7,7,110.0,5,42.0,3,51.3,9,70.5,4,203.2,4,63.9,0.0,689.0
University of Nottingham,United Kingdom,ELECTRIC,3,7,94.5,1,120.0,7,110.0,,,,,14,33.7,5,168.9,2,95.9,0.0,623.0
"Cardiff University, Wales",United Kingdom,COMBUSTION,4,13,81.3,3,94.3,7,110.0,1,75.0,2,68.5,7,80.7,11,10.0,,,0.0,520.0
University of Southampton,United Kingdom,COMBUSTION,5,7,94.5,6,89.8,5,126.0,,,,,11,61.2,6,147.9,,,0.0,519.0
University of the West of England,United Kingdom,COMBUSTION,6,2,113.6,5,92.8,14,99.0,11,5.0,1,75.0,2,98.1,12,7.0,,,0.0,490.0
Kingston University,United Kingdom,COMBUSTION,7,29,17.9,26,44.1,22,62.0,7,39.0,9,28.6,12,47.7,3,215.9,7,32.4,0.0,488.0
University of Glasgow,United Kingdom,COMBUSTION,8,18,62.2,15,67.3,3,137.0,3,46.8,4,48.5,3,94.3,10,13.0,,,0.0,469.0
University of Strathclyde,United Kingdom,COMBUSTION,9,4,109.6,12,71.2,2,140.0,8,34.8,10,27.6,8,75.7,12,7.0,,,0.0,466.0
University of Central Lancashire,United Kingdom,COMBUSTION,10,19,59.8,32,-100.0,29,32.0,2,51.1,8,40.0,10,64.7,2,227.6,6,52.7,0.0,428.0
University of Bath,United Kingdom,ELECTRIC,11,1,120.0,13,70.9,11,100.0,,,,,,,9,15.0,1,100.0,-50.0,356.0
Coventry University,United Kingdom,COMBUSTION,12,27,38.3,24,56.2,20,70.0,4,43.3,5,48.3,6,82.9,17,3.0,,,0.0,342.0
Sheffield Hallam University,United Kingdom,COMBUSTION,13,15,69.4,20,61.9,16,79.0,10,25.3,12,5.0,5,86.0,,,,,0.0,326.0
University of Bath,United Kingdom,COMBUSTION,14,3,112.8,9,77.5,4,129.0,,,,,,,19,1.0,,,0.0,320.0
University of Sussex,United Kingdom,COMBUSTION,15,22,53.8,2,105.0,6,112.0,,,,,13,40.7,18,2.0,,,0.0,314.0
Swansea University,United Kingdom,COMBUSTION,16,6,98.0,10,75.4,19,74.0,6,41.8,11,10.7,,,,,,,0.0,300.0
De Montfort University,United Kingdom,COMBUSTION,17,17,64.6,19,62.5,17,77.0,,,,,,,8,16.0,5,63.3,0.0,283.0
University of Liverpool,United Kingdom,COMBUSTION,18,10,87.3,7,88.0,10,105.0,,,,,,,,,,,0.0,280.0
University of Leeds,United Kingdom,COMBUSTION,19,20,58.6,16,65.5,15,89.0,11,5.0,6,46.6,15,28.7,15,5.0,,,-40.0,258.0
University of Huddersfield,United Kingdom,COMBUSTION,20,26,39.5,18,62.8,28,35.0,9,33.4,7,41.7,4,88.2,14,6.0,,,-50.0,257.0
University of Edinburgh,United Kingdom,COMBUSTION,21,12,86.1,8,87.1,17,77.0,,,,,,,,,,,0.0,250.0
University of Exeter,United Kingdom,COMBUSTION,22,9,88.5,11,73.9,21,69.0,,,,,,,,,,,0.0,231.0
University of Birmingham,United Kingdom,COMBUSTION,23,16,67.0,22,60.1,11,100.0,,,,,,,,,,,0.0,227.0
Oxford Brookes University,United Kingdom,ELECTRIC,24,13,81.3,4,94.0,27,39.0,,,,,,,,,,,0.0,214.0
University of Wolverhampton,United Kingdom,COMBUSTION,25,25,41.9,27,36.9,11,100.0,,,,,,,15,5.0,,,0.0,184.0
Brunel University London,United Kingdom,COMBUSTION,26,20,58.6,14,70.3,24,40.0,,,,,,,,,,,0.0,169.0
University of Salford,United Kingdom,COMBUSTION,27,23,50.2,28,29.1,23,42.0,,,,,,,,,,,0.0,121.0
University of Warwick,United Kingdom,ELECTRIC,28,24,45.4,23,57.4,24,40.0,,,,,,,7,26.0,,,-90.0,79.0
Aston University,United Kingdom,COMBUSTION,29,28,19.1,30,16.1,24,40.0,,,,,,,,,,,0.0,75.0
University of Zagreb,Croatia,ELECTRIC,30,,,25,52.9,,,,,,,,,,,,,0.0,53.0
University of Patras,Greece,ELECTRIC,31,,,29,16.7,,,,,,,,,,,,,0.0,17.0
Bern University of Applied Sciences,Switzerland,ELECTRIC,32,,,31,11.8,,,,,,,,,,,,,0.0,12.0
