name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Technische Universität Graz,Austria,COMBUSTION,1,2,87.8,3,66.0,1,150.0,1,75.0,1,50.0,2,139.1,1,360.6,,,0.0,928.0
Università degli Studi di Firenze,Italy,COMBUSTION,2,5,76.8,2,67.5,3,132.0,6,43.4,2,48.7,1,150.0,2,325.7,,,0.0,844.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,COMBUSTION,4,7,73.2,6,55.5,6,118.0,3,57.1,4,21.2,3,61.8,3,231.2,,,0.0,618.0
Brunel University London,United Kingdom,COMBUSTION,5,3,85.1,4,60.0,5,119.0,8,24.8,8,11.9,6,40.4,4,217.9,,,0.0,559.0
Universidade de Lisboa - Instituto Superior Técnico,Portugal,COMBUSTION,6,4,77.7,5,58.5,9,71.0,5,53.0,9,9.7,4,55.3,5,171.9,,,0.0,497.0
Fachhochschule Joanneum Graz,Austria,COMBUSTION,7,8,70.4,8,54.0,2,140.0,3,57.1,7,13.1,7,26.3,,,,,0.0,361.0
Coventry University,United Kingdom,COMBUSTION,8,10,60.4,9,46.5,7,112.0,2,67.4,6,15.9,5,40.5,,,,,0.0,343.0
Politecnico di Torino,Italy,COMBUSTION,9,1,91.5,1,72.0,4,120.0,9,6.3,10,4.1,9,18.4,,,,,0.0,312.0
University of Ulster,United Kingdom,COMBUSTION,11,9,64.0,10,34.5,10,69.0,7,41.6,3,34.1,8,18.5,,,,,0.0,262.0
Politecnico di Milano,Italy,COMBUSTION,12,6,74.1,6,55.5,8,101.0,10,3.5,5,18.0,10,7.5,,,,,0.0,260.0
