name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Centro Universitário Facens,Brazil,COMBUSTION,1,1,95.3,3,58.93,3,83.67,3,52.07,3,2.5,1,150.0,1,350.0,3,3.77,0.0,796.0
Centro Universitário da FEI,Brazil,COMBUSTION,2,3,80.6,1,75.0,2,83.83,2,54.42,2,7.56,3,111.32,2,238.8,2,4.89,0.0,656.0
Escola de Engenharia de São Carlos da Universidade de São Paulo,Brazil,COMBUSTION,3,2,88.6,2,64.29,1,94.27,1,75.0,1,50.0,4,64.63,,,,,0.0,437.0
Universidade Paulista,Brazil,COMBUSTION,4,4,78.0,7,37.5,8,31.3,4,3.5,3,2.5,5,7.5,3,78.94,1,50.0,0.0,289.0
Universidade Federal do Rio de Janeiro,Brazil,COMBUSTION,5,5,77.4,5,53.57,4,47.03,4,3.5,3,2.5,5,7.5,,,,,0.0,192.0
Universidade Estadual de Campinas,Brazil,COMBUSTION,6,7,70.6,3,58.93,10,30.93,,,,,5,7.5,,,,,0.0,168.0
Universidade Federal do Ceará,Brazil,COMBUSTION,7,6,74.4,7,37.5,6,33.7,,,,,5,7.5,,,,,0.0,153.0
Centro Federal de Educação Tecnológica de Minas Gerais,Brazil,COMBUSTION,8,8,55.2,10,32.14,5,34.47,,,,,,,,,,,0.0,122.0
Universidade Federal Fluminense - Niterói,Brazil,COMBUSTION,9,10,44.1,6,48.21,11,5.13,,,,,,,,,,,0.0,97.0
Instituto Mauá de Tecnologia,Brazil,COMBUSTION,10,11,-100.0,7,37.5,7,31.43,,,,,2,120.1,,,,,0.0,89.0
Universidade Tecnológica Federal do Paraná,Brazil,COMBUSTION,11,9,45.3,,,9,31.17,,,,,,,,,,,0.0,76.0
