name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Rheinisch-Westfälische Technische Hochschule Aachen,Germany,ELECTRIC,1,11,88.21,2,74.0,5,115.0,9,47.36,24,25.26,1,100.0,1,250.0,2,68.2,0.0,768.0
ETH Zürich,Switzerland,ELECTRIC,2,7,94.03,30,55.3,1,150.0,8,50.0,5,99.86,2,74.43,5,151.6,3,67.07,0.0,742.0
Duale Hochschule Baden-Württemberg Stuttgart,Germany,ELECTRIC,3,9,91.12,40,50.12,30,80.0,4,104.17,6,96.61,4,63.57,3,185.72,4,46.15,0.0,717.0
Norwegian University of Science and Technology,Norway,ELECTRIC,4,4,97.0,4,70.0,8,110.0,11,39.73,13,43.6,6,57.56,2,190.01,1,75.0,0.0,683.0
Hochschule Esslingen,Germany,ELECTRIC,5,5,95.0,18,61.32,13,100.0,14,36.17,18,31.99,5,59.44,4,153.84,5,33.99,-10.0,562.0
Tallinn TU UAS,Estonia,ELECTRIC,6,43,70.77,11,65.1,4,120.0,12,38.82,12,47.59,10,40.53,6,143.27,7,33.77,0.0,560.0
Karlsruhe Institute of Technology,Germany,ELECTRIC,7,38,74.64,3,73.0,2,135.0,3,110.83,4,100.38,14,31.59,,,,,0.0,525.0
Universität Stuttgart,Germany,ELECTRIC,8,9,91.12,4,70.0,8,110.0,2,117.94,11,50.0,3,65.25,,,,,0.0,504.0
Universidade de Lisboa - Instituto Superior Técnico,Portugal,ELECTRIC,9,30,78.52,24,57.96,13,100.0,6,96.34,7,79.12,31,4.5,10,53.09,,,0.0,470.0
Brno University of Technology,Czech Republic,ELECTRIC,10,57,56.22,52,45.92,5,115.0,26,17.46,19,28.55,23,16.81,8,129.42,6,33.95,0.0,443.0
Technische Universität Hamburg,Germany,ELECTRIC,11,38,74.64,33,54.32,29,85.0,5,96.75,2,103.77,31,4.5,,,,,0.0,419.0
TU Delft,Netherlands,ELECTRIC,12,1,100.0,8,67.62,3,130.0,7,69.89,17,34.2,25,15.67,,,,,0.0,417.0
Technische Universiteit Eindhoven,Netherlands,ELECTRIC,13,32,77.55,31,55.16,5,115.0,15,33.76,8,75.01,12,36.67,,,,,0.0,393.0
Technical University of Munich,Germany,ELECTRIC,14,58,54.29,13,63.98,13,100.0,1,118.73,16,35.15,21,18.13,,,,,0.0,390.0
Politecnico di Milano,Italy,ELECTRIC,15,50,63.01,1,75.0,13,100.0,29,14.54,9,69.78,31,4.5,11,50.48,,,0.0,377.0
Chalmers University of Technology,Sweden,ELECTRIC,16,25,81.43,39,50.68,13,100.0,,,1,105.08,11,39.25,,,,,0.0,376.0
Budapest University of Technology and Economics,Hungary,ELECTRIC,17,61,48.47,53,45.5,22,95.0,17,31.02,3,102.84,8,50.44,,,,,0.0,373.0
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),Germany,ELECTRIC,18,41,73.67,66,32.75,30,80.0,,,,,13,35.3,7,138.38,8,22.93,-30.0,353.0
École de Technologie Superieure,Canada,ELECTRIC,19,27,80.46,14,63.84,13,100.0,13,37.53,15,35.17,7,50.62,,,,,-35.0,333.0
Fachhochschule München,Germany,ELECTRIC,20,42,72.7,10,66.08,8,110.0,,,14,37.57,9,45.68,,,,,0.0,332.0
Technische Hochschule Ingolstadt,Germany,ELECTRIC,21,32,77.55,26,56.98,8,110.0,18,29.11,23,25.78,27,12.07,,,,,0.0,312.0
Technische Universität Dresden,Germany,ELECTRIC,22,22,84.34,7,68.74,13,100.0,10,42.0,20,28.04,29,6.32,,,,,-20.0,309.0
Ulm University of Applied Sciences,Germany,ELECTRIC,23,3,98.0,6,69.16,30,80.0,23,26.34,22,26.98,31,4.5,,,,,0.0,305.0
National Technical University of Athens,Greece,ELECTRIC,24,5,95.0,16,63.0,24,90.0,25,18.6,26,23.2,17,30.38,,,,,-20.0,300.0
Technische Universität Berlin,Germany,ELECTRIC,25,8,92.09,32,54.74,12,105.0,27,16.82,21,27.27,,,,,,,0.0,296.0
Deggendorf Institute of Technology,Germany,ELECTRIC,26,30,78.52,29,55.72,47,60.0,39,5.94,10,62.8,31,4.5,13,25.0,,,0.0,292.0
