name,country,kind,place,cost_place,cost_score,bp_place,bp_score,ed_place,ed_score,acc_place,acc_score,sp_place,sp_score,autox_place,autox_score,endu_place,endu_score,eff_place,eff_score,pen,total
Universität Bayreuth,Germany,ELECTRIC,1,2,64.93,2,62.5,4,123.13,2,53.71,3,50.28,2,89.9,1,325.0,7,90.01,0.0,859.0
Czech Technical University in Prague,Czech Republic,ELECTRIC,2,4,58.22,13,39.58,3,132.09,4,45.89,1,75.0,1,100.0,2,305.46,9,82.87,0.0,839.0
Technische Universität Wien,Austria,ELECTRIC,3,1,67.08,1,75.0,1,150.0,6,31.25,2,62.58,4,70.87,3,216.35,2,99.9,0.0,773.0
KU Leuven - Group T Campus,Belgium,ELECTRIC,4,3,60.83,3,60.42,2,138.81,9,3.5,10,12.91,6,62.27,5,190.25,5,94.33,0.0,623.0
Hochschule RheinMain,Germany,ELECTRIC,5,5,56.79,8,47.92,9,101.87,5,32.76,5,48.29,5,66.4,4,190.51,1,100.0,-105.0,540.0
Tallinn TU UAS,Estonia,ELECTRIC,6,6,56.34,7,48.96,6,119.78,9,3.5,4,48.95,8,45.68,6,79.87,6,93.81,0.0,497.0
Leibniz Universität Hannover,Germany,ELECTRIC,7,8,53.89,4,57.29,7,111.94,1,75.0,7,44.74,3,78.43,,,,,0.0,421.0
Hochschule Mannheim,Germany,ELECTRIC,8,12,40.6,8,47.92,5,120.9,3,46.33,9,29.9,7,51.25,,,8,83.89,-10.0,411.0
Slovak University of Technology in Bratislava,Slovakia,ELECTRIC,9,10,48.06,5,56.25,12,76.12,7,30.14,8,35.89,,,,,4,95.05,0.0,342.0
Saarland University,Germany,ELECTRIC,10,11,40.68,12,41.67,10,100.75,9,3.5,11,5.77,10,4.5,7,39.75,3,97.11,0.0,334.0
Technische Universität Clausthal,Germany,ELECTRIC,11,9,49.0,10,42.71,7,111.94,8,17.17,6,46.02,9,33.44,,,,,-20.0,280.0
Technische Universität Braunschweig,Germany,ELECTRIC,12,7,54.73,10,42.71,10,100.75,,,,,,,,,,,0.0,198.0
Ben-Gurion University of the Negev,Israel,ELECTRIC,13,13,38.0,6,54.17,13,73.88,,,,,,,,,,,0.0,166.0
